OBW67823.1	OBW67823.1	2-HACID_DH
KXH63870.1	PMD39587.1	GOODBYE-LIKE
PMD42043.1	PMD39587.1	GOODBYE-LIKE
XP_001481641.1	PMD39587.1	GOODBYE-LIKE
XP_007733564.1	PMD39587.1	GOODBYE-LIKE
KJK67716.1	PMD39587.1	GOODBYE-LIKE
KJK66571.1	PMD39587.1	GOODBYE-LIKE
XP_001401751.2	PMD39587.1	GOODBYE-LIKE
XP_001397257.2	RAK81296.1	GOODBYE-LIKE
PMD40967.1	XP_013330503.1	GOODBYE-LIKE
XP_007733669.1	PMD39587.1	GOODBYE-LIKE
XP_001397092.2	XP_001397092.2	GOODBYE-LIKE
XP_001395633.2	PMD39587.1	GOODBYE-LIKE
XP_001394590.2	XP_025543303.1	GOODBYE-LIKE
XP_007734533.1	PMD39587.1	GOODBYE-LIKE
XP_001394552.2	PMD39587.1	GOODBYE-LIKE
KDQ11389.1	PMD39587.1	GOODBYE-LIKE
XP_007737251.1	PMD39587.1	GOODBYE-LIKE
XP_007737677.1	XP_007737677.1	GOODBYE-LIKE
KJK66021.1	PMD39587.1	GOODBYE-LIKE
XP_007731338.1	PYI07524.1	GOODBYE-LIKE
KJK73834.1	OTB04511.1	GOODBYE-LIKE
PMD40956.1	PMD39587.1	GOODBYE-LIKE
KJK81398.1	XP_007814834.1	GOODBYE-LIKE
KJK80558.1	PMD39587.1	GOODBYE-LIKE
PMD39356.1	PMD39587.1	GOODBYE-LIKE
KJK79355.1	PMD39587.1	GOODBYE-LIKE
KJK77826.1	PMD39587.1	GOODBYE-LIKE
XP_007719323.1	PMD39587.1	GOODBYE-LIKE
KXH60961.1	PMD39587.1	GOODBYE-LIKE
KXH61667.1	PMD39587.1	GOODBYE-LIKE
PMD40380.1	PMD39587.1	GOODBYE-LIKE
XP_007721173.1	PMD39587.1	GOODBYE-LIKE
KJK76048.1	PMD39587.1	GOODBYE-LIKE
KJK76001.1	KJK87633.1	GOODBYE-LIKE
XP_007728573.1	PMD39587.1	GOODBYE-LIKE
KDQ11002.1	KDQ17107.1	GOODBYE-LIKE
KJK75016.1	GAP93038.1	GOODBYE-LIKE
KJK74991.1	PMD39587.1	GOODBYE-LIKE
XP_001540039.1	PMD39587.1	GOODBYE-LIKE
PVF93060.1	PMD39587.1	GOODBYE-LIKE
XP_001538195.1	RFU34722.1	GOODBYE-LIKE
KJK64202.1	PMD39587.1	GOODBYE-LIKE
KJK82908.1	PMD39587.1	GOODBYE-LIKE
XP_001394383.2	PMD39587.1	GOODBYE-LIKE
XP_007738320.1	PMD39587.1	GOODBYE-LIKE
XP_007746904.1	PYI07524.1	GOODBYE-LIKE
XP_007746908.1	XP_016616595.1	GOODBYE-LIKE
PMD42806.1	PMD39587.1	GOODBYE-LIKE
XP_007748066.1	XP_016624353.1	GOODBYE-LIKE
KIV87308.1	PMD39587.1	GOODBYE-LIKE
XP_007749099.1	PMD39587.1	GOODBYE-LIKE
PMD42872.1	PMD39587.1	GOODBYE-LIKE
XP_007750415.1	PMD39587.1	GOODBYE-LIKE
KIW65266.1	PMD39587.1	GOODBYE-LIKE
XP_007750823.1	PMD39587.1	GOODBYE-LIKE
XP_007751550.1	XP_018696811.1	GOODBYE-LIKE
XP_007754668.1	PMD39587.1	GOODBYE-LIKE
PVF92910.1	XP_016616595.1	GOODBYE-LIKE
XP_001393388.2	PMD39587.1	GOODBYE-LIKE
PVF92909.1	PMD39587.1	GOODBYE-LIKE
KIP02183.1	PMD39587.1	GOODBYE-LIKE
XP_001393105.2	XP_020119694.1	GOODBYE-LIKE
PMD19884.1	PMD39587.1	GOODBYE-LIKE
KIV83969.1	PMD39587.1	GOODBYE-LIKE
KIW65774.1	XP_013276984.1	GOODBYE-LIKE
XP_007745334.1	PMD39587.1	GOODBYE-LIKE
KIW67773.1	XP_007804434.1	GOODBYE-LIKE
KJK63134.1	PMD39587.1	GOODBYE-LIKE
PQE33302.1	PMD39587.1	GOODBYE-LIKE
KJK60827.1	KJK60827.1	GOODBYE-LIKE
XP_007740939.1	KKY27311.1	GOODBYE-LIKE
KJA21807.1	PMD39587.1	GOODBYE-LIKE
XP_007742113.1	PMD39587.1	GOODBYE-LIKE
XP_007742270.1	PMD39587.1	GOODBYE-LIKE
PVF93059.1	PMD39587.1	GOODBYE-LIKE
XP_001394345.1	PMD39587.1	GOODBYE-LIKE
KIW70873.1	PMD39587.1	GOODBYE-LIKE
PMD42669.1	PMD39587.1	GOODBYE-LIKE
KIW70328.1	PMD39587.1	GOODBYE-LIKE
KIW70327.1	PMD39587.1	GOODBYE-LIKE
KIW70312.1	PMD39587.1	GOODBYE-LIKE
KIW69667.1	PMD39587.1	GOODBYE-LIKE
KIW69456.1	PMD39587.1	GOODBYE-LIKE
KIW68604.1	KIW68604.1	GOODBYE-LIKE
KIW68113.1	PMD39587.1	GOODBYE-LIKE
XP_007744354.1	PMD39587.1	GOODBYE-LIKE
KJK63782.1	PMD39587.1	GOODBYE-LIKE
XP_007714884.1	PMD39587.1	GOODBYE-LIKE
XP_007710928.1	PMD39587.1	GOODBYE-LIKE
KJK86710.1	GAP93038.1	GOODBYE-LIKE
KKP00858.1	CEG04908.1	GOODBYE-LIKE
KKP00577.1	PMD39587.1	GOODBYE-LIKE
KKP00106.1	PMD39587.1	GOODBYE-LIKE
KKO99920.1	PMD39587.1	GOODBYE-LIKE
KKO99634.1	XP_013330503.1	GOODBYE-LIKE
XP_007696318.1	PMD39587.1	GOODBYE-LIKE
PMD33612.1	XP_009224635.1	GOODBYE-LIKE
KKO98113.1	PMD39587.1	GOODBYE-LIKE
KKP01231.1	PMD39587.1	GOODBYE-LIKE
KKO97732.1	KKO97732.1	GOODBYE-LIKE
KKO97403.1	XP_013276984.1	GOODBYE-LIKE
KKO97167.1	PMD39587.1	GOODBYE-LIKE
XP_007697538.1	PYI07524.1	GOODBYE-LIKE
XP_007698961.1	PMD39587.1	GOODBYE-LIKE
KKO96923.1	PMD39587.1	GOODBYE-LIKE
KKO96727.1	GAW15650.1	GOODBYE-LIKE
KKO96662.1	XP_013940345.1	GOODBYE-LIKE
PVF94238.1	PMD39587.1	GOODBYE-LIKE
KKO97566.1	OCK89271.1	GOODBYE-LIKE
XP_016268441.1	XP_016268441.1	GOODBYE-LIKE
KKP01543.1	PMD39587.1	GOODBYE-LIKE
XP_007694768.1	XP_013330503.1	GOODBYE-LIKE
KKP06190.1	PMD39587.1	GOODBYE-LIKE
XP_001554403.1	PMD39587.1	GOODBYE-LIKE
KKP06120.1	PMD39587.1	GOODBYE-LIKE
XP_007689336.1	PMD39587.1	GOODBYE-LIKE
KKP05402.1	PMD39587.1	GOODBYE-LIKE
XP_007689799.1	PMD39587.1	GOODBYE-LIKE
XP_001544895.1	PMD39587.1	GOODBYE-LIKE
KKP04536.1	PMD39587.1	GOODBYE-LIKE
KKP04433.1	PMD39587.1	GOODBYE-LIKE
XP_007690841.1	PMD39587.1	GOODBYE-LIKE
PMD31362.1	PMD31362.1	GOODBYE-LIKE
KKP03746.1	CEG04908.1	GOODBYE-LIKE
KKP03434.1	PMD39587.1	GOODBYE-LIKE
KXH58631.1	PMD39587.1	GOODBYE-LIKE
PMD31840.1	PMD39587.1	GOODBYE-LIKE
XP_001544692.1	PMD39587.1	GOODBYE-LIKE
KKP03085.1	RFU34722.1	GOODBYE-LIKE
XP_007693997.1	PMD39587.1	GOODBYE-LIKE
XP_007694537.1	PMD39587.1	GOODBYE-LIKE
KKK23536.1	PMD39587.1	GOODBYE-LIKE
KKK20439.1	PMD39587.1	GOODBYE-LIKE
KKK19917.1	PMD39587.1	GOODBYE-LIKE
PMD34222.1	PMD39587.1	GOODBYE-LIKE
XP_007704565.1	PMD39587.1	GOODBYE-LIKE
KJZ74929.1	XP_013276984.1	GOODBYE-LIKE
KJZ73399.1	PMD39587.1	GOODBYE-LIKE
PMD37489.1	OCL03072.1	GOODBYE-LIKE
XP_007706078.1	PMD39587.1	GOODBYE-LIKE
KJZ69826.1	PMD39587.1	GOODBYE-LIKE
PMD37887.1	PMD39587.1	GOODBYE-LIKE
XP_007709411.1	PMD39587.1	GOODBYE-LIKE
XP_007709471.1	PMD39587.1	GOODBYE-LIKE
KJX98386.1	PMD39587.1	GOODBYE-LIKE
PVF93066.1	PVF93066.1	GOODBYE-LIKE
KJX94830.1	PYI07524.1	GOODBYE-LIKE
KJK95156.1	PMD39587.1	GOODBYE-LIKE
KJK95040.1	PMD39587.1	GOODBYE-LIKE
XP_007710424.1	PMD39587.1	GOODBYE-LIKE
XP_007710839.1	PMD39587.1	GOODBYE-LIKE
KJK89009.1	XP_007814834.1	GOODBYE-LIKE
XP_001542066.1	PMD39587.1	GOODBYE-LIKE
KJK87633.1	KJK87633.1	GOODBYE-LIKE
PMD35782.1	PMD35782.1	GOODBYE-LIKE
XP_007687691.1	PMD39587.1	GOODBYE-LIKE
KKF92142.1	PMD39587.1	GOODBYE-LIKE
KKF92206.1	PMD39587.1	GOODBYE-LIKE
KKK19423.1	CEG04908.1	GOODBYE-LIKE
KKK13017.1	KKK13017.1	GOODBYE-LIKE
KKK11862.1	PMD39587.1	GOODBYE-LIKE
KKF97025.1	PMD39587.1	GOODBYE-LIKE
KKF97007.1	PMD39587.1	GOODBYE-LIKE
KKF96783.1	PMD39587.1	GOODBYE-LIKE
XP_001543087.1	PMD39587.1	GOODBYE-LIKE
KKF96006.1	PMD39587.1	GOODBYE-LIKE
KKF95321.1	PMD39587.1	GOODBYE-LIKE
KKF94990.1	PMD39587.1	GOODBYE-LIKE
KKF94022.1	CEG04908.1	GOODBYE-LIKE
KKF93678.1	PMD39587.1	GOODBYE-LIKE
KKF93652.1	PMD39587.1	GOODBYE-LIKE
KKF93548.1	KKF93548.1	GOODBYE-LIKE
KKF92662.1	PMD39587.1	GOODBYE-LIKE
KKF92466.1	PMD39587.1	GOODBYE-LIKE
GAW17421.1	PMD39587.1	GOODBYE-LIKE
KKF92462.1	KKF92462.1	GOODBYE-LIKE
KKF92369.1	CEG04908.1	GOODBYE-LIKE
KKF92151.1	PMD39587.1	GOODBYE-LIKE
KDN66249.1	PMD39587.1	GOODBYE-LIKE
KLP19169.1	PMD39587.1	GOODBYE-LIKE
KLP09047.1	PMD39587.1	GOODBYE-LIKE
XP_002373126.1	XP_002373126.1	GOODBYE-LIKE
KUI64416.1	XP_013330503.1	GOODBYE-LIKE
KUI59751.1	PMD39587.1	GOODBYE-LIKE
KUI58697.1	OCK91405.1	GOODBYE-LIKE
XP_002377292.1	PMD39587.1	GOODBYE-LIKE
XP_002378489.1	PMD39587.1	GOODBYE-LIKE
KUI55603.1	XP_013330503.1	GOODBYE-LIKE
KUI55455.1	XP_018131039.1	GOODBYE-LIKE
KUI67111.1	KUI67111.1	GOODBYE-LIKE
XP_002378757.1	PMD39587.1	GOODBYE-LIKE
XP_002379982.1	PMD39587.1	GOODBYE-LIKE
KTB46945.1	PMD39587.1	GOODBYE-LIKE
KDN60353.1	OTB06590.1	GOODBYE-LIKE
KTB32586.1	PMD39587.1	GOODBYE-LIKE
XP_002380548.1	XP_002373126.1	GOODBYE-LIKE
KPM45954.1	KPM45954.1	GOODBYE-LIKE
XP_002381909.1	XP_013276984.1	GOODBYE-LIKE
XP_002382577.1	RAK81296.1	GOODBYE-LIKE
KUI54145.1	PMD39587.1	GOODBYE-LIKE
KPM44905.1	KPM44905.1	GOODBYE-LIKE
KUI69629.1	PMD39587.1	GOODBYE-LIKE
XP_002339878.1	PMD39587.1	GOODBYE-LIKE
KDB14492.1	PMD39587.1	GOODBYE-LIKE
KDB24378.1	PMD39587.1	GOODBYE-LIKE
XP_002149067.1	PYI07524.1	GOODBYE-LIKE
KDB27720.1	PMD39587.1	GOODBYE-LIKE
KUL81401.1	PMD39587.1	GOODBYE-LIKE
XP_002149694.1	PMD39587.1	GOODBYE-LIKE
XP_016250155.1	PMD39587.1	GOODBYE-LIKE
PNP79783.1	PMD39587.1	GOODBYE-LIKE
KUI69792.1	PMD39587.1	GOODBYE-LIKE
XP_016249552.1	PMD39587.1	GOODBYE-LIKE
XP_002152157.1	XP_009224635.1	GOODBYE-LIKE
KXG52554.1	XP_025543303.1	GOODBYE-LIKE
PSR99455.1	PSS34109.1	GOODBYE-LIKE
KXG53472.1	PMD39587.1	GOODBYE-LIKE
XP_002152377.1	KKY27311.1	GOODBYE-LIKE
KUI70485.1	PMD39587.1	GOODBYE-LIKE
XP_016249307.1	PMD39587.1	GOODBYE-LIKE
XP_016249222.1	PMD39587.1	GOODBYE-LIKE
XP_002152025.1	PMD39587.1	GOODBYE-LIKE
KPM44898.1	KPM44898.1	GOODBYE-LIKE
KPM44895.1	PMD39587.1	GOODBYE-LIKE
XP_002382617.1	PMD39587.1	GOODBYE-LIKE
XP_002557483.1	PMD39587.1	GOODBYE-LIKE
PMD24302.1	PMD24302.1	GOODBYE-LIKE
XP_002557838.1	XP_002557838.1	GOODBYE-LIKE
KPM34159.1	PMD39587.1	GOODBYE-LIKE
KPA43939.1	PMD39587.1	GOODBYE-LIKE
KDN62081.1	PMD39587.1	GOODBYE-LIKE
KXG54501.1	PMD39587.1	GOODBYE-LIKE
KPA41269.1	PMD39587.1	GOODBYE-LIKE
KPM35904.1	PMD39587.1	GOODBYE-LIKE
KPA40775.1	PMD39587.1	GOODBYE-LIKE
XP_002557902.1	PMD39587.1	GOODBYE-LIKE
XP_002559795.1	PMD39587.1	GOODBYE-LIKE
KPA37685.1	XP_013276984.1	GOODBYE-LIKE
XP_002561370.1	PMD39587.1	GOODBYE-LIKE
XP_002562875.1	PMD39587.1	GOODBYE-LIKE
KPA36786.1	PMD39587.1	GOODBYE-LIKE
XP_002563878.1	XP_013276984.1	GOODBYE-LIKE
KXG54533.1	PMD39587.1	GOODBYE-LIKE
KPA38773.1	PYI07524.1	GOODBYE-LIKE
PMD23876.1	PMD39587.1	GOODBYE-LIKE
KPM36798.1	XP_013276984.1	GOODBYE-LIKE
KPM37326.1	PMD39587.1	GOODBYE-LIKE
XP_002480069.1	PMD39587.1	GOODBYE-LIKE
KPM43943.1	PMD39587.1	GOODBYE-LIKE
KPM43910.1	PMD39587.1	GOODBYE-LIKE
PSS22638.1	PSS22638.1	GOODBYE-LIKE
KPM42909.1	PMD39587.1	GOODBYE-LIKE
XP_002481045.1	PMD39587.1	GOODBYE-LIKE
KDN61812.1	KDN61812.1	GOODBYE-LIKE
KPM40826.1	PMD39587.1	GOODBYE-LIKE
XP_002485416.1	PMD39587.1	GOODBYE-LIKE
XP_002485956.1	KKY27311.1	GOODBYE-LIKE
KPM39248.1	PMD39587.1	GOODBYE-LIKE
KPM39201.1	PMD39587.1	GOODBYE-LIKE
PSS32117.1	PMD39587.1	GOODBYE-LIKE
KPM39010.1	PMD39587.1	GOODBYE-LIKE
XP_002486690.1	PMD39587.1	GOODBYE-LIKE
KPM38335.1	PMD39587.1	GOODBYE-LIKE
XP_002487679.1	PMD39587.1	GOODBYE-LIKE
XP_002487742.1	PMD39587.1	GOODBYE-LIKE
XP_002543809.1	XP_002543809.1	GOODBYE-LIKE
XP_002148358.1	PMD39587.1	GOODBYE-LIKE
KXH26746.1	PMD39587.1	GOODBYE-LIKE
KXG52155.1	PMD39587.1	GOODBYE-LIKE
XP_002144738.1	PMD39587.1	GOODBYE-LIKE
KUM60673.1	PMD39587.1	GOODBYE-LIKE
KUM61479.1	GAW15650.1	GOODBYE-LIKE
GAW21206.1	PMD39587.1	GOODBYE-LIKE
GAW21351.1	PMD39587.1	GOODBYE-LIKE
KUL85671.1	PMD39587.1	GOODBYE-LIKE
KUM61841.1	PMD39587.1	GOODBYE-LIKE
XP_016255579.1	PMD39587.1	GOODBYE-LIKE
GAW21808.1	PMD39587.1	GOODBYE-LIKE
XP_001932950.1	PMD39587.1	GOODBYE-LIKE
KUL85060.1	GAM43106.1	GOODBYE-LIKE
XP_001904539.1	PMD39587.1	GOODBYE-LIKE
GAW21862.1	PMD39587.1	GOODBYE-LIKE
PNP81052.1	PMD39587.1	GOODBYE-LIKE
KXG45996.1	PMD39587.1	GOODBYE-LIKE
KXG46363.1	PMD39587.1	GOODBYE-LIKE
KUL83182.1	PMD39587.1	GOODBYE-LIKE
XP_016254132.1	PMD39587.1	GOODBYE-LIKE
KXG46455.1	PMD39587.1	GOODBYE-LIKE
KUL83985.1	KKY27311.1	GOODBYE-LIKE
XP_001903535.1	PMD39587.1	GOODBYE-LIKE
KUL86942.1	PMD39587.1	GOODBYE-LIKE
XP_001904609.1	PMD39587.1	GOODBYE-LIKE
XP_001909630.1	XP_024750033.1	GOODBYE-LIKE
XP_001905637.1	OCK91405.1	GOODBYE-LIKE
KUL91794.1	PMD39587.1	GOODBYE-LIKE
KUL91511.1	PMD39587.1	GOODBYE-LIKE
KUM58627.1	PMD39587.1	GOODBYE-LIKE
KUL90919.1	PMD39587.1	GOODBYE-LIKE
KUL89900.1	PMD39587.1	GOODBYE-LIKE
KUM58863.1	ELQ59292.1	GOODBYE-LIKE
XP_016256868.1	PMD39587.1	GOODBYE-LIKE
KUL89517.1	PMD39587.1	GOODBYE-LIKE
XP_001912933.1	PMD39587.1	GOODBYE-LIKE
KUL89065.1	PMD39587.1	GOODBYE-LIKE
GAW18457.1	PMD39587.1	GOODBYE-LIKE
KUL87660.1	PMD39587.1	GOODBYE-LIKE
GAW19057.1	PMD39587.1	GOODBYE-LIKE
PNP81277.1	PMD39587.1	GOODBYE-LIKE
GAW20627.1	PMD24302.1	GOODBYE-LIKE
KUM59605.1	PMD39587.1	GOODBYE-LIKE
KUM59347.1	PMD39587.1	GOODBYE-LIKE
XP_001936124.1	PMD39587.1	GOODBYE-LIKE
PNP80381.1	PMD39587.1	GOODBYE-LIKE
GAW22841.1	GAW22841.1	GOODBYE-LIKE
PMD22825.1	PMD22825.1	GOODBYE-LIKE
GAW26224.1	PMD39587.1	GOODBYE-LIKE
KXG49402.1	PMD39587.1	GOODBYE-LIKE
KXG49496.1	PMD39587.1	GOODBYE-LIKE
GAW26416.1	PMD39587.1	GOODBYE-LIKE
KXG50107.1	PMD39587.1	GOODBYE-LIKE
GAW26453.1	PMD39587.1	GOODBYE-LIKE
GBF61138.1	PMD39587.1	GOODBYE-LIKE
GAW25745.1	GAW25745.1	GOODBYE-LIKE
GBF61984.1	PMD39587.1	GOODBYE-LIKE
XP_016252497.1	PMD39587.1	GOODBYE-LIKE
XP_016252480.1	PMD39587.1	GOODBYE-LIKE
KXG51333.1	KXG51333.1	GOODBYE-LIKE
KUL81578.1	PMD39587.1	GOODBYE-LIKE
PMD23158.1	PMD39587.1	GOODBYE-LIKE
XP_001803778.1	XP_013330503.1	GOODBYE-LIKE
GBF64979.1	PMD39587.1	GOODBYE-LIKE
KDB12954.1	ELQ58741.1	GOODBYE-LIKE
KXG50139.1	PMD39587.1	GOODBYE-LIKE
PNP80169.1	PMD39587.1	GOODBYE-LIKE
GAW24923.1	PMD39587.1	GOODBYE-LIKE
XP_001940335.1	PMD39587.1	GOODBYE-LIKE
KUL83146.1	PMD39587.1	GOODBYE-LIKE
GAW23033.1	PMD39587.1	GOODBYE-LIKE
KUL82952.1	PMD39587.1	GOODBYE-LIKE
GAW23347.1	PMD39587.1	GOODBYE-LIKE
XP_001937027.1	PMD39587.1	GOODBYE-LIKE
XP_016253150.1	PMD39587.1	GOODBYE-LIKE
GAW23976.1	GAW23976.1	GOODBYE-LIKE
XP_016253149.1	PMD39587.1	GOODBYE-LIKE
XP_001884514.1	PMD39587.1	GOODBYE-LIKE
XP_016252873.1	PMD39587.1	GOODBYE-LIKE
KXG47575.1	PMD39587.1	GOODBYE-LIKE
KXG47775.1	XP_013276984.1	GOODBYE-LIKE
KXG48154.1	PMD39587.1	GOODBYE-LIKE
KXG48434.1	XP_013276984.1	GOODBYE-LIKE
XP_001805470.1	XP_018696811.1	GOODBYE-LIKE
KUL82565.1	XP_009224635.1	GOODBYE-LIKE
KUL82360.1	KUL82360.1	GOODBYE-LIKE
PVG02869.1	KIM29667.1	GOODBYE-LIKE
PMD22478.1	PMD39587.1	GOODBYE-LIKE
XP_002145803.1	PMD39587.1	GOODBYE-LIKE
KLP08514.1	PMD39587.1	GOODBYE-LIKE
KPA36057.1	PMD39587.1	GOODBYE-LIKE
KPA35880.1	PMD39587.1	GOODBYE-LIKE
KMK54687.1	PMD39587.1	GOODBYE-LIKE
XP_003049197.1	PMD39587.1	GOODBYE-LIKE
KLU92876.1	PMD39587.1	GOODBYE-LIKE
KLU92875.1	PMD39587.1	GOODBYE-LIKE
KLU92750.1	PMD39587.1	GOODBYE-LIKE
KLU92670.1	PMD39587.1	GOODBYE-LIKE
XP_003049749.1	PMD39587.1	GOODBYE-LIKE
KLU92098.1	PMD39587.1	GOODBYE-LIKE
KXH35088.1	PMD39587.1	GOODBYE-LIKE
XP_003052421.1	PMD39587.1	GOODBYE-LIKE
KLU90680.1	PMD39587.1	GOODBYE-LIKE
XP_003052899.1	PMD39587.1	GOODBYE-LIKE
KLU90624.1	PMD39587.1	GOODBYE-LIKE
KLU90144.1	PMD39587.1	GOODBYE-LIKE
PVG00856.1	PMD39587.1	GOODBYE-LIKE
XP_003169703.1	PMD39587.1	GOODBYE-LIKE
KLU89456.1	PMD39587.1	GOODBYE-LIKE
KLU89101.1	XP_013276984.1	GOODBYE-LIKE
KLU91649.1	KLU91649.1	GOODBYE-LIKE
GAW17964.1	PNP49963.1	GOODBYE-LIKE
KMK55280.1	PMD39587.1	GOODBYE-LIKE
XP_003048610.1	PMD39587.1	GOODBYE-LIKE
XP_003042675.1	PNP49963.1	GOODBYE-LIKE
XP_003043302.1	PMD39587.1	GOODBYE-LIKE
XP_003043496.1	PMD39587.1	GOODBYE-LIKE
XP_003043679.1	PMD39587.1	GOODBYE-LIKE
XP_003043702.1	XP_009224635.1	GOODBYE-LIKE
KXH33074.1	PMD39587.1	GOODBYE-LIKE
KMK62281.1	PMD39587.1	GOODBYE-LIKE
KXH33651.1	KXH33651.1	GOODBYE-LIKE
KMK55766.1	PMD39587.1	GOODBYE-LIKE
KXH34312.1	PMD39587.1	GOODBYE-LIKE
KMK58912.1	KMK58912.1	GOODBYE-LIKE
KMK58512.1	PMD39587.1	GOODBYE-LIKE
KIO07942.1	PMD39587.1	GOODBYE-LIKE
KMK57569.1	RAK81296.1	GOODBYE-LIKE
XP_003048367.1	PMD39587.1	GOODBYE-LIKE
KMK56263.1	PMD39587.1	GOODBYE-LIKE
PNP78932.1	PMD39587.1	GOODBYE-LIKE
PMD21213.1	PMD39587.1	GOODBYE-LIKE
KMK61315.1	PMD39587.1	GOODBYE-LIKE
XP_003171427.1	PMD39587.1	GOODBYE-LIKE
KLU88296.1	PMD39587.1	GOODBYE-LIKE
KLU87445.1	KLU87445.1	GOODBYE-LIKE
XP_003352006.1	PMD39587.1	GOODBYE-LIKE
PMD20723.1	PMD39587.1	GOODBYE-LIKE
KLP16821.1	XP_013330503.1	GOODBYE-LIKE
KXH39537.1	PMD39587.1	GOODBYE-LIKE
KLP16390.1	PMD39587.1	GOODBYE-LIKE
XP_003651008.1	PMD39587.1	GOODBYE-LIKE
XP_003651047.1	PMD39587.1	GOODBYE-LIKE
XP_016244908.1	PMD39587.1	GOODBYE-LIKE
KLP17121.1	PMD39587.1	GOODBYE-LIKE
KLP15289.1	RFN52133.1	GOODBYE-LIKE
KLP14933.1	PMD39587.1	GOODBYE-LIKE
XP_003651852.1	OTB04511.1	GOODBYE-LIKE
XP_003652913.1	XP_007802933.1	GOODBYE-LIKE
KXH40038.1	PMD39587.1	GOODBYE-LIKE
KLP14073.1	PMD39587.1	GOODBYE-LIKE
KLP11973.1	PMD39587.1	GOODBYE-LIKE
KLP11383.1	PMD39587.1	GOODBYE-LIKE
PMD20713.1	RFU34722.1	GOODBYE-LIKE
KLP15177.1	PMD39587.1	GOODBYE-LIKE
XP_003349173.1	XP_003349173.1	GOODBYE-LIKE
XP_001597365.1	OMP82705.1	GOODBYE-LIKE
KLP18132.1	PMD39587.1	GOODBYE-LIKE
KLU87314.1	PMD39587.1	GOODBYE-LIKE
XP_003174309.1	PMD39587.1	GOODBYE-LIKE
XP_003174889.1	XP_013276984.1	GOODBYE-LIKE
KLU85947.1	PMD39587.1	GOODBYE-LIKE
XP_001792358.1	PMD39587.1	GOODBYE-LIKE
XP_003231600.1	PMD39587.1	GOODBYE-LIKE
XP_003233118.1	PMD39587.1	GOODBYE-LIKE
KLU84503.1	PMD39587.1	GOODBYE-LIKE
KLU83344.1	KLU83344.1	GOODBYE-LIKE
KLU83103.1	XP_009227896.1	GOODBYE-LIKE
KLU82696.1	PMD39587.1	GOODBYE-LIKE
KLU82190.1	XP_003711290.1	GOODBYE-LIKE
PVF98990.1	PMD39587.1	GOODBYE-LIKE
XP_003344929.1	PMD39587.1	GOODBYE-LIKE
XP_003345174.1	XP_958261.1	GOODBYE-LIKE
PMD28651.1	PMD39587.1	GOODBYE-LIKE
XP_003348520.1	XP_003348520.1	GOODBYE-LIKE
XP_003348698.1	PMD39587.1	GOODBYE-LIKE
KLP19329.1	PMD39587.1	GOODBYE-LIKE
XP_003041802.1	XP_003041802.1	GOODBYE-LIKE
XP_002565834.1	PMD39587.1	GOODBYE-LIKE
XP_003041786.1	PMD39587.1	GOODBYE-LIKE
XP_003041354.1	XP_003041354.1	GOODBYE-LIKE
XP_016267210.1	PMD39587.1	GOODBYE-LIKE
KOS36602.1	PMD39587.1	GOODBYE-LIKE
KXH27749.1	PMD39587.1	GOODBYE-LIKE
XP_001798979.1	PMD39587.1	GOODBYE-LIKE
KOS22458.1	PMD39587.1	GOODBYE-LIKE
KOS21289.1	PMD39587.1	GOODBYE-LIKE
KOC18392.1	PMD39587.1	GOODBYE-LIKE
KOC17750.1	PMD39587.1	GOODBYE-LIKE
XP_002627592.1	PMD39587.1	GOODBYE-LIKE
KOC16925.1	XP_013276984.1	GOODBYE-LIKE
KOC15876.1	PMD39587.1	GOODBYE-LIKE
KOC15627.1	PYI15098.1	GOODBYE-LIKE
XP_002846451.1	XP_013276984.1	GOODBYE-LIKE
KOC14646.1	PMD39587.1	GOODBYE-LIKE
KOC13976.1	RAK81296.1	GOODBYE-LIKE
XP_002848651.1	PMD39587.1	GOODBYE-LIKE
XP_016246432.1	PMD39587.1	GOODBYE-LIKE
KOC11861.1	PMD39587.1	GOODBYE-LIKE
KOC16840.1	PMD39587.1	GOODBYE-LIKE
XP_001797385.1	PMD39587.1	GOODBYE-LIKE
XP_002627454.1	RFU34722.1	GOODBYE-LIKE
KOS37676.1	PMD39587.1	GOODBYE-LIKE
XP_002566381.1	PMD39587.1	GOODBYE-LIKE
XP_002566405.1	PMD39587.1	GOODBYE-LIKE
XP_002568882.1	PMD39587.1	GOODBYE-LIKE
KPA35260.1	KDQ56379.1	GOODBYE-LIKE
KPA35236.1	CEG04908.1	GOODBYE-LIKE
XP_002568900.1	PMD39587.1	GOODBYE-LIKE
XP_002569129.1	PMD39587.1	GOODBYE-LIKE
KDN62735.1	PMD39587.1	GOODBYE-LIKE
XP_002625805.1	OAT07838.1	GOODBYE-LIKE
KOS43959.1	PMD39587.1	GOODBYE-LIKE
XP_002585244.1	PMD39587.1	GOODBYE-LIKE
KOS41592.1	PMD39587.1	GOODBYE-LIKE
KOS41468.1	PMD39587.1	GOODBYE-LIKE
KOS40947.1	PMD39587.1	GOODBYE-LIKE
KOS40937.1	PMD39587.1	GOODBYE-LIKE
XP_002622013.1	PMD39587.1	GOODBYE-LIKE
KOS38173.1	PMD39587.1	GOODBYE-LIKE
KDN62903.1	PMD39587.1	GOODBYE-LIKE
KOS42670.1	PMD39587.1	GOODBYE-LIKE
XP_016246029.1	PMD39587.1	GOODBYE-LIKE
