SJL16168.1	SJL16168.1
RFN52462.1	GAA92418.1
RFN52462.1	GAT20835.1
RFN52462.1	KMK58512.1
RFN52462.1	OQD68167.1
RFN52462.1	XP_025473662.1
RFN52462.1	EZF32372.1
RFN52462.1	EGD99219.1
RFN52462.1	EGE03706.1
RFN52462.1	GBF64979.1
RFN52462.1	KDB24378.1
RFN52462.1	XP_003169703.1
RFN52462.1	KIW69667.1
RFN52462.1	KJK66021.1
RFN52462.1	PIG90131.1
RFN52462.1	XP_022391365.1
RFN52462.1	KZN89462.1
RFN52462.1	OCK92247.1
RFN52462.1	OJJ36220.1
RFN52462.1	OJJ74462.1
RFN52462.1	OQE25585.1
RFN52462.1	OQE77701.1
RFN52462.1	XP_001215590.1
RFN52462.1	XP_002568900.1
RFN52462.1	KXG54533.1
RFN52462.1	OQE42284.1
RFN52462.1	XP_015402637.1
RFN52462.1	XP_018151600.1
RFN52462.1	CEL09860.1
RFN52462.1	CEL10279.1
RFN52462.1	CEL10467.1
RFN52462.1	CEL10523.1
RFN52462.1	CEL10544.1
RFN52462.1	CEN61468.1
RFN52462.1	CEN61886.1
RFN52462.1	CEN61885.1
RFN52462.1	RDW70893.1
RFN52462.1	CRG90788.1
RFN52462.1	CRJ79617.1
RFN52462.1	CRK20948.1
RFN52462.1	CRK34635.1
RFN52462.1	CRK45050.1
RFN52462.1	XP_003004189.1
RFN52462.1	XP_009654153.1
RFN52462.1	CRK49012.1
RFN52462.1	CRK16715.1
RFN52462.1	CRK18297.1
RFN52462.1	CRK49016.1
RFN52462.1	XP_003006001.1
RFN52462.1	XP_009648361.1
RFN52462.1	CRL19852.1
RFN52462.1	CRL21838.1
RFN52462.1	CDM29340.1
RFN52462.1	ETS01080.1
RFN52462.1	KOS36602.1
RFN52462.1	OCL07139.1
RFN52462.1	OQD61627.1
RFN52462.1	OQD98340.1
RFN52462.1	OQE10847.1
RFN52462.1	OQE19230.1
RFN52462.1	OQE93098.1
RFN52462.1	OTA02926.1
RFN52462.1	PTB78374.1
RFN52462.1	XP_013960428.1
RFN52462.1	XP_022487072.1
RFN52462.1	XP_024753004.1
RFN52462.1	CRL21857.1
RFN52462.1	KOS41592.1
RFN52462.1	KUM61479.1
RFN52462.1	OQD61610.1
RFN52462.1	OQD98394.1
RFN52462.1	OQE06780.1
RFN52462.1	EGZ76219.1
RFN52462.1	XP_018136687.1
RFN52462.1	CRL22767.1
RFN52462.1	OQE15942.1
RFN52462.1	CRL23409.1
RFN52462.1	KXG53472.1
RFN52462.1	KZN93691.1
RFN52462.1	OQD90382.1
RFN52462.1	OQD91302.1
RFN52462.1	OQE11501.1
RFN52462.1	OQE39276.1
RFN52462.1	OQE84776.1
RFN52462.1	XP_002561370.1
RFN52462.1	CRL24565.1
RFN52462.1	CRL26672.1
RFN52462.1	CRL26700.1
RFN52462.1	CEO59983.1
RFN52462.1	OOQ87200.1
RFN52462.1	OQD67970.1
RFN52462.1	OQD83481.1
RFN52462.1	XP_016603529.1
RFN52462.1	CRL26844.1
RFN52462.1	CDM26584.1
RFN52462.1	EKV11225.1
RFN52462.1	KGO38191.1
RFN52462.1	KGO76430.1
RFN52462.1	KOS39851.1
RFN52462.1	KUM65678.1
RFN52462.1	KXG53679.1
RFN52462.1	KZN83976.1
RFN52462.1	OQD64504.1
RFN52462.1	OQE02628.1
RFN52462.1	OQE11427.1
RFN52462.1	OQE17413.1
RFN52462.1	OQE39061.1
RFN52462.1	XP_002561102.1
RFN52462.1	XP_014537332.1
RFN52462.1	XP_016594562.1
RFN52462.1	CRL28458.1
RFN52462.1	CRL31138.1
RFN52462.1	CDM37255.1
RFN52462.1	CEJ62576.1
RFN52462.1	CEJ62717.1
RFN52462.1	CEJ62843.1
RFN52462.1	CRL27575.1
RFN52462.1	EPS29053.1
RFN52462.1	EPS29057.1
RFN52462.1	KOS36106.1
RFN52462.1	KXG46843.1
RFN52462.1	OKO97611.1
RFN52462.1	OKP09567.1
RFN52462.1	OKP12691.1
RFN52462.1	OQD67116.1
RFN52462.1	OQD78091.1
RFN52462.1	OQD86920.1
RFN52462.1	OQE07888.1
RFN52462.1	OQE67775.1
RFN52462.1	XP_022482188.1
RFN52462.1	XP_022484620.1
RFN52462.1	CUS06966.1
RFN52462.1	CUS10696.1
RFN52462.1	CUS10698.1
RFN52462.1	CUS10752.1
RFN52462.1	CUS11595.1
RFN52462.1	CUS12375.1
RFN52462.1	CUS13277.1
RFN52462.1	CUS15227.1
RFN52462.1	CUS15232.1
RFN52462.1	CUS15233.1
RFN52462.1	CUS08890.1
RFN52462.1	CUS11739.1
RFN52462.1	CUS15244.1
RFN52462.1	CVK90548.1
RFN52462.1	ANF07002.1
RFN52462.1	CVK92184.1
RFN52462.1	CZR43535.1
RFN52462.1	EMT63143.1
RFN52462.1	ENH67516.1
RFN52462.1	EWY90123.1
RFN52462.1	EWZ36723.1
RFN52462.1	EXA44307.1
RFN52462.1	EXK38758.1
RFN52462.1	EXK88804.1
RFN52462.1	EXL56185.1
RFN52462.1	EXL68227.1
RFN52462.1	EXM17219.1
RFN52462.1	EYB31414.1
RFN52462.1	KLO88918.1
RFN52462.1	KLO94641.1
RFN52462.1	KLP14933.1
RFN52462.1	KPA36962.1
RFN52462.1	PCD34892.1
RFN52462.1	RBA21332.1
RFN52462.1	RBQ84207.1
RFN52462.1	RBR14929.1
RFN52462.1	SCN77109.1
RFN52462.1	SCO31303.1
RFN52462.1	SCO46487.1
RFN52462.1	SCO78116.1
RFN52462.1	SCV28753.1
RFN52462.1	SCV42635.1
RFN52462.1	XP_018239871.1
RFN52462.1	XP_018747156.1
RFN52462.1	XP_023430311.1
RFN52462.1	EGU88679.1
RFN52462.1	OBS29476.1
RFN52462.1	OHX00973.1
RFN52462.1	KDN62903.1
RFN52462.1	KZL75948.1
RFN52462.1	XP_008099397.1
RFN52462.1	XP_018161678.1
RFN52462.1	PCD18562.1
RFN52462.1	PTD02606.1
RFN52462.1	RBR03772.1
RFN52462.1	RFN46162.1
RFN52462.1	XP_009260606.1
RFN52462.1	XP_011319449.1
RFN52462.1	XP_025591155.1
RFN52462.1	XP_013948565.1
RFN52462.1	XP_024405935.1
RFN52462.1	XP_024758968.1
RFN52462.1	CVK90887.1
RFN52462.1	CVK91852.1
RFN52462.1	EYB33484.1
RFN52462.1	KIL93778.1
RFN52462.1	KLP18132.1
RFN52462.1	OBS29595.1
RFN52462.1	PTD03276.1
RFN52462.1	RBR14483.1
RFN52462.1	RFN48948.1
RFN52462.1	XP_009252150.1
RFN52462.1	XP_011319567.1
RFN52462.1	CVK92126.1
RFN52462.1	KLO88887.1
RFN52462.1	KLO94673.1
RFN52462.1	SCN87061.1
RFN52462.1	SCO31268.1
RFN52462.1	SCO46522.1
RFN52462.1	SCV28720.1
RFN52462.1	XP_023430279.1
RFN52462.1	CZR43572.1
RFN52462.1	CEF75924.1
RFN52462.1	CVK90639.1
RFN52462.1	EGU76597.1
RFN52462.1	EMT63116.1
RFN52462.1	ENH67485.1
RFN52462.1	EWY90089.1
RFN52462.1	EWZ36688.1
RFN52462.1	EWZ90650.1
RFN52462.1	EXA44267.1
RFN52462.1	EXK38717.1
RFN52462.1	EXK88764.1
RFN52462.1	EXL56149.1
RFN52462.1	EXL98629.1
RFN52462.1	EXM19724.1
RFN52462.1	EYB31456.1
RFN52462.1	KPA37098.1
RFN52462.1	OBS29503.1
RFN52462.1	PCD18542.1
RFN52462.1	RBQ66094.1
RFN52462.1	RBQ98910.1
RFN52462.1	RBR15080.1
RFN52462.1	SCO78153.1
RFN52462.1	XP_018239833.1
RFN52462.1	XP_018747194.1
RFN52462.1	XP_025591184.1
RFN52462.1	CVL02054.1
RFN52462.1	EXA46202.1
RFN52462.1	EXL99130.1
RFN52462.1	KLP04689.1
RFN52462.1	KLP19329.1
RFN52462.1	PCD35948.1
RFN52462.1	SCO44263.1
RFN52462.1	SCV51342.1
RFN52462.1	XP_018756181.1
RFN52462.1	CVL03350.1
RFN52462.1	CVL05439.1
RFN52462.1	CVK97829.1
RFN52462.1	CZR41601.1
RFN52462.1	KLO93164.1
RFN52462.1	KLP19169.1
RFN52462.1	PNP80169.1
RFN52462.1	PNP81277.1
RFN52462.1	RBA22841.1
RFN52462.1	SCN69499.1
RFN52462.1	SCV57007.1
RFN52462.1	SCV57123.1
RFN52462.1	XP_023433757.1
RFN52462.1	CVL06807.1
RFN52462.1	CVL03660.1
RFN52462.1	CZR48987.1
RFN52462.1	PNP85437.1
RFN52462.1	RBA14351.1
RFN52462.1	CVL07376.1
RFN52462.1	CVK95706.1
RFN52462.1	CZR44561.1
RFN52462.1	KLO90786.1
RFN52462.1	KLP05034.1
RFN52462.1	KLP14073.1
RFN52462.1	SCN98916.1
RFN52462.1	SCO44299.1
RFN52462.1	SCO57938.1
RFN52462.1	SCV47828.1
RFN52462.1	XP_023436800.1
RFN52462.1	CVL08497.1
RFN52462.1	PNP76030.1
RFN52462.1	CVL10572.1
RFN52462.1	CVL04724.1
RFN52462.1	CZR47743.1
RFN52462.1	EGU83969.1
RFN52462.1	EMT65778.1
RFN52462.1	ENH65761.1
RFN52462.1	EXA38117.1
RFN52462.1	EXK89586.1
RFN52462.1	EXM05399.1
RFN52462.1	EXM26933.1
RFN52462.1	KLO83740.1
RFN52462.1	KLP06426.1
RFN52462.1	KLP11383.1
RFN52462.1	PNP74806.1
RFN52462.1	RBA20203.1
RFN52462.1	RBR00401.1
RFN52462.1	RBR18191.1
RFN52462.1	SCO06154.1
RFN52462.1	SCO47076.1
RFN52462.1	SCO55805.1
RFN52462.1	SCO89821.1
RFN52462.1	SCV44481.1
RFN52462.1	SCV52450.1
RFN52462.1	XP_018757268.1
RFN52462.1	XP_023435830.1
RFN52462.1	CZR37766.1
RFN52462.1	CVK85250.1
RFN52462.1	CZR40646.1
RFN52462.1	KLO91676.1
RFN52462.1	RBA18516.1
RFN52462.1	OBS29574.1
RFN52462.1	CZR41564.1
RFN52462.1	EWY86091.1
RFN52462.1	EWY86092.1
RFN52462.1	KLO93198.1
RFN52462.1	RBA22815.1
RFN52462.1	XP_018251394.1
RFN52462.1	XP_018251395.1
RFN52462.1	XP_018759331.1
RFN52462.1	CZR41682.1
RFN52462.1	CVK97757.1
RFN52462.1	EWZ31589.1
RFN52462.1	EWZ94172.1
RFN52462.1	EXA39703.1
RFN52462.1	EXA39704.1
RFN52462.1	EXA39705.1
RFN52462.1	EXK38396.1
RFN52462.1	EXL42867.1
RFN52462.1	EXL69432.1
RFN52462.1	EXM19964.1
RFN52462.1	KLO93100.1
RFN52462.1	KLP07155.1
RFN52462.1	KLP09099.1
RFN52462.1	PNP73815.1
RFN52462.1	PYH89318.1
RFN52462.1	RBA13214.1
RFN52462.1	SCO88782.1
RFN52462.1	SCV57254.1
RFN52462.1	XP_018759450.1
RFN52462.1	XP_023433823.1
RFN52462.1	CZR41781.1
RFN52462.1	PVH69859.1
RFN52462.1	CZR43545.1
RFN52462.1	CVK90574.1
RFN52462.1	RBA21324.1
RFN52462.1	CZR48882.1
RFN52462.1	CVL03425.1
RFN52462.1	CVL06697.1
RFN52462.1	CZR50431.1
RFN52462.1	CZR51156.1
RFN52462.1	CZR51502.1
RFN52462.1	RFU27471.1
RFN52462.1	XP_018073822.1
RFN52462.1	CZR53464.1
RFN52462.1	OCK73003.1
RFN52462.1	PMD29784.1
RFN52462.1	RDL30832.1
RFN52462.1	CZR53656.1
RFN52462.1	XP_013314841.1
RFN52462.1	CZR54199.1
RFN52462.1	CZR67149.1
RFN52462.1	CZR54758.1
RFN52462.1	RDL42520.1
RFN52462.1	CZR54902.1
RFN52462.1	CZR56247.1
RFN52462.1	CZR57679.1
RFN52462.1	CZR59391.1
RFN52462.1	CZR59898.1
RFN52462.1	OCL11473.1
RFN52462.1	CZR60767.1
RFN52462.1	CZR61018.1
RFN52462.1	CZR62107.1
RFN52462.1	CZR62822.1
RFN52462.1	CZR62969.1
RFN52462.1	CZR63552.1
RFN52462.1	XP_013951841.1
RFN52462.1	CZR64609.1
RFN52462.1	CZR65489.1
RFN52462.1	CZR66406.1
RFN52462.1	CZR67605.1
RFN52462.1	CZR52936.1
RFN52462.1	KFY05410.1
RFN52462.1	RDW82341.1
RFN52462.1	CZR67760.1
RFN52462.1	CZR67837.1
RFN52462.1	CZR69353.1
RFN52462.1	PMD19834.1
RFN52462.1	PVH69207.1
RFN52462.1	CZR69566.1
RFN52462.1	XP_001223437.1
RFN52462.1	XP_013952264.1
RFN52462.1	CZR69583.1
RFN52462.1	CZR69763.1
RFN52462.1	CZR69810.1
RFN52462.1	CZR69820.1
RFN52462.1	CZR70190.1
RFN52462.1	CZS92415.1
RFN52462.1	CZS92456.1
RFN52462.1	CZT06513.1
RFN52462.1	CZT01742.1
RFN52462.1	CZT45234.1
RFN52462.1	CZT52979.1
RFN52462.1	EAQ71597.1
RFN52462.1	XP_016846048.1
RFN52462.1	EDP48467.1
RFN52462.1	KEY81225.1
RFN52462.1	KMK56228.1
RFN52462.1	OXN18330.1
RFN52462.1	XP_748881.1
RFN52462.1	EDP48588.1
RFN52462.1	KMK58516.1
RFN52462.1	EEH23588.1
RFN52462.1	ODH20992.1
RFN52462.1	ODH51242.1
RFN52462.1	XP_002792067.1
RFN52462.1	XP_010761365.1
RFN52462.1	EEQ86119.1
RFN52462.1	EEH03438.1
RFN52462.1	EER44863.1
RFN52462.1	EGC45462.1
RFN52462.1	EGE85243.1
RFN52462.1	EQL31023.1
RFN52462.1	KKZ61526.1
RFN52462.1	OAX80282.1
RFN52462.1	ODH50457.1
RFN52462.1	OJD13832.1
RFN52462.1	OJD20110.1
RFN52462.1	PGH02668.1
RFN52462.1	PGH17507.1
RFN52462.1	PGH32167.1
RFN52462.1	XP_001537314.1
RFN52462.1	XP_002620515.1
RFN52462.1	XP_010755749.1
RFN52462.1	XP_015703394.1
RFN52462.1	EFQ86438.1
RFN52462.1	EFW21048.1
RFN52462.1	KMM66738.1
RFN52462.1	KMU77168.1
RFN52462.1	XP_001240008.2
RFN52462.1	XP_003069202.1
RFN52462.1	EGC45395.1
RFN52462.1	EEH03494.1
RFN52462.1	EER44925.1
RFN52462.1	EGD94569.1
RFN52462.1	EGE02749.1
RFN52462.1	EZF35677.1
RFN52462.1	GBF62863.1
RFN52462.1	KDB21388.1
RFN52462.1	XP_002843349.1
RFN52462.1	XP_003010002.1
RFN52462.1	XP_003018421.1
RFN52462.1	XP_003173252.1
RFN52462.1	EGE03254.1
RFN52462.1	EER39635.1
RFN52462.1	EGC43321.1
RFN52462.1	EGD98293.1
RFN52462.1	EZF27194.1
RFN52462.1	EZF31527.1
RFN52462.1	EZF78159.1
RFN52462.1	GBF61138.1
RFN52462.1	KDB27720.1
RFN52462.1	KKZ61982.1
RFN52462.1	KLJ08852.1
RFN52462.1	OAL73442.1
RFN52462.1	OAX83844.1
RFN52462.1	OJD18304.1
RFN52462.1	OJD28057.1
RFN52462.1	PGG99903.1
RFN52462.1	PGH00149.1
RFN52462.1	PGH12190.1
RFN52462.1	PGH34763.1
RFN52462.1	XP_001544692.1
RFN52462.1	XP_002848651.1
RFN52462.1	XP_003010958.1
RFN52462.1	XP_003020356.1
RFN52462.1	XP_003174309.1
RFN52462.1	XP_003231600.1
RFN52462.1	EGN99623.1
RFN52462.1	EGU71751.1
RFN52462.1	EGU72224.1
RFN52462.1	EXL66861.1
RFN52462.1	EXM21913.1
RFN52462.1	EGU74156.1
RFN52462.1	EGU79492.1
RFN52462.1	EXK76045.1
RFN52462.1	EXL45108.1
RFN52462.1	EXL65105.1
RFN52462.1	EGU75029.1
RFN52462.1	ENH66417.1
RFN52462.1	EXA33668.1
RFN52462.1	EXK79984.1
RFN52462.1	EXL80343.1
RFN52462.1	EXM17739.1
RFN52462.1	RFN54426.1
RFN52462.1	SCO90041.1
RFN52462.1	EGU78777.1
RFN52462.1	CVK86499.1
RFN52462.1	EMT67010.1
RFN52462.1	ENH65184.1
RFN52462.1	EWZ47408.1
RFN52462.1	EWZ92450.1
RFN52462.1	EXA43017.1
RFN52462.1	EXK44728.1
RFN52462.1	EXK78531.1
RFN52462.1	EXL41005.1
RFN52462.1	EXL91651.1
RFN52462.1	EXM16470.1
RFN52462.1	KLO82697.1
RFN52462.1	KLP07054.1
RFN52462.1	PCD42084.1
RFN52462.1	PNP82719.1
RFN52462.1	RBA20944.1
RFN52462.1	SCO81639.1
RFN52462.1	SCV52705.1
RFN52462.1	XP_018238257.1
RFN52462.1	XP_018759831.1
RFN52462.1	XP_023429925.1
RFN52462.1	EGU83174.1
RFN52462.1	EXK76861.1
RFN52462.1	EGU86693.1
RFN52462.1	CVK99187.1
RFN52462.1	EMT60990.1
RFN52462.1	ENH66652.1
RFN52462.1	EWY97240.1
RFN52462.1	EWZ40919.1
RFN52462.1	EXA01994.1
RFN52462.1	EXA48816.1
RFN52462.1	EXK27777.1
RFN52462.1	EXK81095.1
RFN52462.1	EXM18057.1
RFN52462.1	PCD44525.1
RFN52462.1	PNP61341.1
RFN52462.1	RBQ74546.1
RFN52462.1	RBQ88641.1
RFN52462.1	RBR12000.1
RFN52462.1	SCO84465.1
RFN52462.1	XP_018245825.1
RFN52462.1	XP_018751021.1
RFN52462.1	EGU88232.1
RFN52462.1	CVK98678.1
RFN52462.1	CVL11922.1
RFN52462.1	CZR49299.1
RFN52462.1	ENH71246.1
RFN52462.1	EWY89569.1
RFN52462.1	EWZ38899.1
RFN52462.1	EWZ84139.1
RFN52462.1	EXA34180.1
RFN52462.1	EXK77884.1
RFN52462.1	EXL50446.1
RFN52462.1	EXL94674.1
RFN52462.1	EXM15146.1
RFN52462.1	KLO92921.1
RFN52462.1	KLP08514.1
RFN52462.1	PCD33628.1
RFN52462.1	PNP78932.1
RFN52462.1	RBA17640.1
RFN52462.1	RBQ91389.1
RFN52462.1	RBR08303.1
RFN52462.1	SCO50163.1
RFN52462.1	SCO53229.1
RFN52462.1	SCO87393.1
RFN52462.1	SCV34434.1
RFN52462.1	SCV59500.1
RFN52462.1	XP_018256139.1
RFN52462.1	XP_018761343.1
RFN52462.1	XP_023431666.1
RFN52462.1	EQB46656.1
RFN52462.1	OCK81309.1
RFN52462.1	EHA26118.1
RFN52462.1	EHA26559.1
RFN52462.1	EHL00937.1
RFN52462.1	XP_008085774.1
RFN52462.1	EIT74723.1
RFN52462.1	KOC11861.1
RFN52462.1	OOO09156.1
RFN52462.1	PIG87801.1
RFN52462.1	RAQ53546.1
RFN52462.1	RAQ68848.1
RFN52462.1	XP_002380437.1
RFN52462.1	XP_015405225.1
RFN52462.1	XP_022391295.1
RFN52462.1	EIT75166.1
RFN52462.1	KOC12127.1
RFN52462.1	OOO14031.1
RFN52462.1	RAQ42045.1
RFN52462.1	RAQ61863.1
RFN52462.1	RAQ70654.1
RFN52462.1	XP_001820985.3
RFN52462.1	XP_015408078.1
RFN52462.1	XP_022394808.1
RFN52462.1	ELA26680.1
RFN52462.1	EIT80503.1
RFN52462.1	KJK63134.1
RFN52462.1	KOC15876.1
RFN52462.1	PIG85099.1
RFN52462.1	RAQ42736.1
RFN52462.1	RAQ67379.1
RFN52462.1	XP_002378757.1
RFN52462.1	XP_022385364.1
RFN52462.1	XP_023092186.1
RFN52462.1	OJJ33735.1
RFN52462.1	XP_015407483.1
RFN52462.1	EJD45514.1
RFN52462.1	KJA21807.1
RFN52462.1	EKG09442.1
RFN52462.1	EKG09689.1
RFN52462.1	EKG14407.1
RFN52462.1	ELA24066.1
RFN52462.1	ELA24853.1
RFN52462.1	ELA24869.1
RFN52462.1	ELA25922.1
RFN52462.1	ELA26924.1
RFN52462.1	ELA28193.1
RFN52462.1	ELA29802.1
RFN52462.1	ELA29825.1
RFN52462.1	ELA30134.1
RFN52462.1	ELA30833.1
RFN52462.1	EQB54694.1
RFN52462.1	XP_003657268.1
RFN52462.1	ELA30984.1
RFN52462.1	EQB43682.1
RFN52462.1	ELA31404.1
RFN52462.1	ELA31415.1
RFN52462.1	ELA36165.1
RFN52462.1	ELA36240.1
RFN52462.1	ELA36323.1
RFN52462.1	ELA36322.1
RFN52462.1	ELA36527.1
RFN52462.1	ELA37216.1
RFN52462.1	ELA37827.1
RFN52462.1	ELQ34815.1
RFN52462.1	ELQ67489.1
RFN52462.1	XP_003712408.1
RFN52462.1	ELQ58579.1
RFN52462.1	ELQ68890.1
RFN52462.1	EMD33581.1
RFN52462.1	EMD34691.1
RFN52462.1	EMD36623.1
RFN52462.1	EMD37982.1
RFN52462.1	EMD37408.1
RFN52462.1	EMD37437.1
RFN52462.1	EMD37961.1
RFN52462.1	EMD40006.1
RFN52462.1	EMD89384.1
RFN52462.1	CEJ93677.1
RFN52462.1	KIN08970.1
RFN52462.1	EMD94627.1
RFN52462.1	XP_007715244.1
RFN52462.1	XP_014075571.1
RFN52462.1	XP_014561714.1
RFN52462.1	EMD95553.1
RFN52462.1	EMR62267.1
RFN52462.1	KXH42978.1
RFN52462.1	KXH53345.1
RFN52462.1	KXH62894.1
RFN52462.1	EMR66754.1
RFN52462.1	EMR67742.1
RFN52462.1	EMR68002.1
RFN52462.1	EMR90185.1
RFN52462.1	CCD51193.1
RFN52462.1	EMR90187.1
RFN52462.1	XP_024548115.1
RFN52462.1	EMT62809.1
RFN52462.1	EXL96266.1
RFN52462.1	EMT67328.1
RFN52462.1	EMT69146.1
RFN52462.1	ENH66520.1
RFN52462.1	EWY81273.1
RFN52462.1	EWZ33328.1
RFN52462.1	EXA35394.1
RFN52462.1	EXK29058.1
RFN52462.1	EXK82130.1
RFN52462.1	EXL42315.1
RFN52462.1	EXL70652.1
RFN52462.1	EXL92615.1
RFN52462.1	PCD23684.1
RFN52462.1	SCO76198.1
RFN52462.1	XP_018250919.1
RFN52462.1	EMT70529.1
RFN52462.1	EMT72371.1
RFN52462.1	RBR24877.1
RFN52462.1	CEG04379.1
RFN52462.1	CVK98692.1
RFN52462.1	CVK98885.1
RFN52462.1	CZR49406.1
RFN52462.1	EWZ36305.1
RFN52462.1	EWZ95689.1
RFN52462.1	EXA31877.1
RFN52462.1	EXL40432.1
RFN52462.1	EXL90353.1
RFN52462.1	EYB33404.1
RFN52462.1	PCD21665.1
RFN52462.1	PCD29631.1
RFN52462.1	RBA17552.1
RFN52462.1	SCO90066.1
RFN52462.1	SCV34313.1
RFN52462.1	XP_009252109.1
RFN52462.1	XP_011319621.1
RFN52462.1	XP_018258131.1
RFN52462.1	XP_025591410.1
RFN52462.1	EMT72989.1
RFN52462.1	EMT74125.1
RFN52462.1	AGO65985.1
RFN52462.1	CVK94886.1
RFN52462.1	CZR44015.1
RFN52462.1	EGU75910.1
RFN52462.1	ENH73420.1
RFN52462.1	EWY84174.1
RFN52462.1	EWZ29790.1
RFN52462.1	EWZ79468.1
RFN52462.1	EXA34084.1
RFN52462.1	EXK80951.1
RFN52462.1	EXL41861.1
RFN52462.1	EXL71923.1
RFN52462.1	EXL92097.1
RFN52462.1	EXM14342.1
RFN52462.1	KIL88154.1
RFN52462.1	KLO90526.1
RFN52462.1	KLP09509.1
RFN52462.1	KLP23236.1
RFN52462.1	PCD26255.1
RFN52462.1	RBA22477.1
RFN52462.1	RBQ83569.1
RFN52462.1	RBR19821.1
RFN52462.1	RFN54384.1
RFN52462.1	SCO21676.1
RFN52462.1	SCO53505.1
RFN52462.1	SCO58437.1
RFN52462.1	SCO90241.1
RFN52462.1	SCV47011.1
RFN52462.1	XP_023436346.1
RFN52462.1	ENH63666.1
RFN52462.1	CVK85364.1
RFN52462.1	CVK85891.1
RFN52462.1	CZR37880.1
RFN52462.1	EMT67609.1
RFN52462.1	EWY82242.1
RFN52462.1	EWZ31140.1
RFN52462.1	EWZ80731.1
RFN52462.1	EXA36801.1
RFN52462.1	EXK36501.1
RFN52462.1	EXL52465.1
RFN52462.1	EXL69152.1
RFN52462.1	EXL97337.1
RFN52462.1	EXM21361.1
RFN52462.1	KPM39010.1
RFN52462.1	OBS22703.1
RFN52462.1	PCD24752.1
RFN52462.1	PCD29868.1
RFN52462.1	PNP76521.1
RFN52462.1	PTD08933.1
RFN52462.1	RBQ65749.1
RFN52462.1	RBQ98606.1
RFN52462.1	RBR13379.1
RFN52462.1	SCN88095.1
RFN52462.1	SCN92765.1
RFN52462.1	SCO42372.1
RFN52462.1	SCO42884.1
RFN52462.1	SCO91561.1
RFN52462.1	SCV51941.1
RFN52462.1	XP_009254228.1
RFN52462.1	XP_011325158.1
RFN52462.1	XP_018252400.1
RFN52462.1	XP_018760170.1
RFN52462.1	XP_025594223.1
RFN52462.1	ENH79451.1
RFN52462.1	ENH85706.1
RFN52462.1	EQB47243.1
RFN52462.1	KFA69571.1
RFN52462.1	KFA81663.1
RFN52462.1	KPM44895.1
RFN52462.1	ENH86396.1
RFN52462.1	CVL03991.1
RFN52462.1	CVL06960.1
RFN52462.1	CZR49145.1
RFN52462.1	EGU86302.1
RFN52462.1	EMT72196.1
RFN52462.1	ENH74328.1
RFN52462.1	EWY83036.1
RFN52462.1	EWZ30319.1
RFN52462.1	EWZ85457.1
RFN52462.1	EXA35204.1
RFN52462.1	EXK35708.1
RFN52462.1	EXL51653.1
RFN52462.1	EXL69391.1
RFN52462.1	EXL98019.1
RFN52462.1	EXM14361.1
RFN52462.1	PCD25430.1
RFN52462.1	RBA14516.1
RFN52462.1	RBQ87558.1
RFN52462.1	RBQ98250.1
RFN52462.1	SCO24750.1
RFN52462.1	SCO53744.1
RFN52462.1	SCO92262.1
RFN52462.1	SCV40214.1
RFN52462.1	XP_018254454.1
RFN52462.1	XP_018761780.1
RFN52462.1	XP_023435104.1
RFN52462.1	XP_007748871.1
RFN52462.1	ENH86560.1
RFN52462.1	ENH87205.1
RFN52462.1	ENH87226.1
RFN52462.1	EPE03477.1
RFN52462.1	AUW30916.1
RFN52462.1	CEL01360.1
RFN52462.1	CRL29419.1
RFN52462.1	OQD92665.1
RFN52462.1	XP_002557483.1
RFN52462.1	EPE06576.1
RFN52462.1	GAQ10342.1
RFN52462.1	KFY65896.1
RFN52462.1	KGQ03269.1
RFN52462.1	KND87302.1
RFN52462.1	KND93793.1
RFN52462.1	KXX78699.1
RFN52462.1	OCL00980.1
RFN52462.1	OPB37023.1
RFN52462.1	KKO96923.1
RFN52462.1	PKK53991.1
RFN52462.1	XP_024777224.1
RFN52462.1	OQE18942.1
RFN52462.1	OQE28471.1
RFN52462.1	PIG83846.1
RFN52462.1	PNP46434.1
RFN52462.1	PQK09533.1
RFN52462.1	KGQ04960.1
RFN52462.1	XP_008601776.1
RFN52462.1	PVH70635.1
RFN52462.1	RDW65768.1
RFN52462.1	RFU34720.1
RFN52462.1	XP_001209259.1
RFN52462.1	XP_007911904.1
RFN52462.1	XP_018136587.1
RFN52462.1	XP_018173413.1
RFN52462.1	XP_020058497.1
RFN52462.1	XP_025504989.1
RFN52462.1	XP_022581907.1
RFN52462.1	XP_024679069.1
RFN52462.1	EDP48003.1
RFN52462.1	GAO85929.1
RFN52462.1	GAQ05434.1
RFN52462.1	KEY79851.1
RFN52462.1	KMK55766.1
RFN52462.1	OXN06412.1
RFN52462.1	OXN14755.1
RFN52462.1	OXN27249.1
RFN52462.1	OXV09744.1
RFN52462.1	XP_001262684.1
RFN52462.1	XP_746875.1
RFN52462.1	XP_024754998.1
RFN52462.1	XP_024767682.1
RFN52462.1	OPB43531.1
RFN52462.1	PNP45936.1
RFN52462.1	EPE03575.1
RFN52462.1	EPS29038.1
RFN52462.1	EPS31168.1
RFN52462.1	EPS35493.1
RFN52462.1	EPS35753.1
RFN52462.1	EPS35974.1
RFN52462.1	EPS36561.1
RFN52462.1	EPS42329.1
RFN52462.1	XP_011125095.1
RFN52462.1	EPS37078.1
RFN52462.1	EPS38391.1
RFN52462.1	EPS38617.1
