	cluster_no	mean_seq_len	median_seq_len	sum_residues	unk_sequences	cluster_size	has_unk	seq_ids	class	no_classes
227	CRK25022	275.0	275.0	275	0.0	1	False	['CRK25022.1']	['Sordariomycetes']	1
228	CRK25473	928.0	928.0	928	0.0	1	False	['CRK25473.1']	['Sordariomycetes']	1
229	CRK27727	470.0	470.0	941	0.0	2	False	['CRK27727.1', 'CRK22752.1']	['Sordariomycetes']	1
230	CRK28568	21.0	21.0	21	1.0	1	True	['CRK28568.1']	['Sordariomycetes']	1
231	CRK28607	40.0	40.0	162	4.0	4	True	['CRK28607.1', 'CRJ82730.1', 'CRK42338.1', 'XP_009658042.1']	['Sordariomycetes']	1
232	CRK34635	194.0	192.0	774	0.0	4	False	['CRK34635.1', 'ORY61553.1', 'CVK91313.1', 'XP_011118135.1']	['Sordariomycetes', 'Orbiliomycetes']	2
233	CRK38866	152.0	152.0	152	0.0	1	False	['CRK38866.1']	['Sordariomycetes']	1
234	CRK42226	658.0	658.0	658	1.0	1	True	['CRK42226.1']	['Sordariomycetes']	1
235	CRK42851	289.0	289.0	578	0.0	2	False	['CRK42851.1', 'OIW27529.1']	['Sordariomycetes']	1
236	CRK43346	656.0	656.0	656	0.0	1	False	['CRK43346.1']	['Sordariomycetes']	1
237	CRK43977	101.0	101.0	101	1.0	1	True	['CRK43977.1']	['Sordariomycetes']	1
238	CRK45062	68.0	65.0	340	5.0	5	True	['CRK45062.1', 'CRK05724.1', 'XP_009654171.1', 'CRK22741.1', 'XP_003004208.1']	['Sordariomycetes']	1
239	CRK46374	465.0	465.0	465	1.0	1	True	['CRK46374.1']	['Sordariomycetes']	1
240	CRK46381	56.0	56.0	56	1.0	1	True	['CRK46381.1']	['Sordariomycetes']	1
241	CRK47243	352.0	352.0	352	0.0	1	False	['CRK47243.1']	['Sordariomycetes']	1
242	CRK47391	44.0	44.0	44	1.0	1	True	['CRK47391.1']	['Sordariomycetes']	1
243	CRK47983	1129.0	1129.0	1129	0.0	1	False	['CRK47983.1']	['Sordariomycetes']	1
244	CRK49016	628.0	628.0	1257	0.0	2	False	['CRK49016.1', 'CRK16715.1']	['Sordariomycetes']	1
245	CRL18218	82.0	85.0	247	3.0	3	True	['CRL18218.1', 'KGO78135.1', 'OQD64163.1']	['Eurotiomycetes']	1
246	CRL18878	651.0	651.0	651	0.0	1	False	['CRL18878.1']	['Eurotiomycetes']	1
247	CRL19333	36.0	36.0	36	1.0	1	True	['CRL19333.1']	['Eurotiomycetes']	1
248	CRL19521	87.0	84.0	1042	12.0	12	True	['CRL19521.1', 'KOS36448.1', 'OQE15662.1', 'OQE23813.1', 'CRL21329.1', 'KOS37386.1', 'KUM65315.1', 'OQD59911.1', 'OQE01862.1', 'OQE41042.1', 'OQE00994.1', 'OQE25540.1']	['Eurotiomycetes']	1
249	CRL22788	185.0	182.0	4984	1.0	27	True	['CRL22788.1', 'OAA53932.1', 'XP_020133446.1', 'CCX12291.1', 'ENH69796.1', 'GAP92896.1', 'KPM36798.1', 'EGU73503.1', 'EWZ43330.1', 'EWZ99583.1', 'EXA31798.1', 'EXK79594.1', 'EXL40202.1', 'PCD43029.1', 'OPB46036.1', 'KKO97403.1', 'PNP50019.1', 'XP_024768495.1', 'OJJ37878.1', 'PNP49963.1', 'GAW17964.1', 'PVH73248.1', 'XP_003042675.1', 'XP_007799809.1', 'RDW58286.1', 'XP_007734006.1', 'XP_013276984.1']	['Pezizomycetes', 'Eurotiomycetes', 'Sordariomycetes', 'n/a', 'Leotiomycetes', 'Dothideomycetes']	6
250	CRL23313	1020.0	1040.0	4079	3.0	4	True	['CRL23313.1', 'KIL92993.1', 'KXH34120.1', 'EXF78839.1']	['Eurotiomycetes', 'Sordariomycetes']	2
251	CRL24482	41.0	41.0	41	1.0	1	True	['CRL24482.1']	['Eurotiomycetes']	1
252	CRL24683	52.0	52.0	103	2.0	2	True	['CRL24683.1', 'OKO93211.1']	['Eurotiomycetes']	1
253	CRL26720	40.0	40.0	40	1.0	1	True	['CRL26720.1']	['Eurotiomycetes']	1
254	CRL27137	267.0	267.0	267	0.0	1	False	['CRL27137.1']	['Eurotiomycetes']	1
255	CRL27355	42.0	42.0	42	1.0	1	True	['CRL27355.1']	['Eurotiomycetes']	1
256	CRL27750	52.0	52.0	52	1.0	1	True	['CRL27750.1']	['Eurotiomycetes']	1
257	CRL29696	195.0	200.0	974	3.0	5	True	['CRL29696.1', 'KOS38924.1', 'KUM59844.1', 'XP_002557821.1', 'KZN85195.1']	['Eurotiomycetes']	1
258	CRL29983	32.0	32.0	32	1.0	1	True	['CRL29983.1']	['Eurotiomycetes']	1
259	CUA66582	72.0	72.0	144	2.0	2	True	['CUA66582.1', 'KIM19853.1']	['Agaricomycetes']	1
260	CUA67566	2087.0	2087.0	2087	0.0	1	False	['CUA67566.1']	['Agaricomycetes']	1
261	CUA67678	670.0	670.0	670	0.0	1	False	['CUA67678.1']	['Agaricomycetes']	1
262	CUA67692	1143.0	1143.0	1143	0.0	1	False	['CUA67692.1']	['Agaricomycetes']	1
263	CUA68044	493.0	493.0	493	0.0	1	False	['CUA68044.1']	['Agaricomycetes']	1
264	CUA68399	104.0	102.0	940	9.0	9	True	['CUA68399.1', 'PBK88447.1', 'CCO36544.1', 'CUA77830.1', 'CUA74888.1', 'CUA77726.1', 'CUA77728.1', 'CEL04886.1', 'KIM21561.1']	['Agaricomycetes', 'Eurotiomycetes']	2
265	CUA68424	84.0	84.0	84	1.0	1	True	['CUA68424.1']	['Agaricomycetes']	1
266	CUA68668	209.0	209.0	209	1.0	1	True	['CUA68668.1']	['Agaricomycetes']	1
267	CUA69488	180.0	180.0	180	1.0	1	True	['CUA69488.1']	['Agaricomycetes']	1
268	CUA69775	867.0	867.0	867	0.0	1	False	['CUA69775.1']	['Agaricomycetes']	1
269	CUA69785	329.0	330.0	986	3.0	3	True	['CUA69785.1', 'EUC56527.1', 'KEP52018.1']	['Agaricomycetes']	1
270	CUA69881	197.0	201.0	788	4.0	4	True	['CUA69881.1', 'KDN43015.1', 'KEP51532.1', 'EUC57234.1']	['Agaricomycetes']	1
271	CUA69991	1702.0	1702.0	1702	0.0	1	False	['CUA69991.1']	['Agaricomycetes']	1
272	CUA70039	294.0	299.0	2935	10.0	10	True	['CUA70039.1', 'CUA68566.1', 'CUA68567.1', 'CUA68568.1', 'CUA70046.1', 'CUA72630.1', 'EUC54491.1', 'KDN44162.1', 'KEP45233.1', 'KEP48446.1']	['Agaricomycetes']	1
273	CUA71090	283.0	283.0	283	0.0	1	False	['CUA71090.1']	['Agaricomycetes']	1
274	CUA71161	977.0	977.0	977	0.0	1	False	['CUA71161.1']	['Agaricomycetes']	1
275	CUA71492	245.0	245.0	245	1.0	1	True	['CUA71492.1']	['Agaricomycetes']	1
276	CUA72670	116.0	116.0	116	1.0	1	True	['CUA72670.1']	['Agaricomycetes']	1
277	CUA72684	61.0	61.0	61	1.0	1	True	['CUA72684.1']	['Agaricomycetes']	1
278	CUA72702	359.0	359.0	359	1.0	1	True	['CUA72702.1']	['Agaricomycetes']	1
279	CUA73061	284.0	284.0	284	1.0	1	True	['CUA73061.1']	['Agaricomycetes']	1
280	CUA73224	811.0	811.0	811	0.0	1	False	['CUA73224.1']	['Agaricomycetes']	1
281	CUA73227	260.0	260.0	260	1.0	1	True	['CUA73227.1']	['Agaricomycetes']	1
282	CUA73488	183.0	183.0	183	1.0	1	True	['CUA73488.1']	['Agaricomycetes']	1
283	CUA73608	240.0	240.0	481	2.0	2	True	['CUA73608.1', 'CUA73443.1']	['Agaricomycetes']	1
284	CUA74603	464.0	464.0	464	0.0	1	False	['CUA74603.1']	['Agaricomycetes']	1
285	CUA74671	457.0	457.0	457	1.0	1	True	['CUA74671.1']	['Agaricomycetes']	1
286	CUA74718	80.0	80.0	80	1.0	1	True	['CUA74718.1']	['Agaricomycetes']	1
287	CUA74729	852.0	852.0	852	0.0	1	False	['CUA74729.1']	['Agaricomycetes']	1
288	CUA75191	259.0	259.0	259	0.0	1	False	['CUA75191.1']	['Agaricomycetes']	1
289	CUA75333	388.0	388.0	388	1.0	1	True	['CUA75333.1']	['Agaricomycetes']	1
290	CUA75432	360.0	360.0	360	1.0	1	True	['CUA75432.1']	['Agaricomycetes']	1
291	CUA75617	501.0	501.0	501	0.0	1	False	['CUA75617.1']	['Agaricomycetes']	1
292	CUA76118	324.0	324.0	324	1.0	1	True	['CUA76118.1']	['Agaricomycetes']	1
293	CUA76260	1794.0	1794.0	1794	0.0	1	False	['CUA76260.1']	['Agaricomycetes']	1
294	CUA76546	1337.0	1337.0	1337	0.0	1	False	['CUA76546.1']	['Agaricomycetes']	1
295	CUA76638	79.0	79.0	79	1.0	1	True	['CUA76638.1']	['Agaricomycetes']	1
296	CUA77010	74.0	74.0	148	2.0	2	True	['CUA77010.1', 'KDN33492.1']	['Agaricomycetes']	1
297	CUA77086	652.0	652.0	652	0.0	1	False	['CUA77086.1']	['Agaricomycetes']	1
298	CUA77642	63.0	62.0	507	8.0	8	True	['CUA77642.1', 'CUA76111.1', 'CUA76453.1', 'CUA77647.1', 'CUA77948.1', 'KEP45068.1', 'CCO36098.1', 'CCO35266.1']	['Agaricomycetes']	1
299	CUA77650	356.0	356.0	356	1.0	1	True	['CUA77650.1']	['Agaricomycetes']	1
300	CUA77878	238.0	238.0	238	1.0	1	True	['CUA77878.1']	['Agaricomycetes']	1
301	CUA78320	636.0	636.0	1271	0.0	2	False	['CUA78320.1', 'CUA78364.1']	['Agaricomycetes']	1
302	CUA78371	293.0	304.0	1463	5.0	5	True	['CUA78371.1', 'CEL58540.1', 'CCO36669.1', 'KDN34787.1', 'ELU44112.1']	['Agaricomycetes']	1
303	CUA78408	276.0	276.0	276	1.0	1	True	['CUA78408.1']	['Agaricomycetes']	1
304	CUA78442	773.0	773.0	773	1.0	1	True	['CUA78442.1']	['Agaricomycetes']	1
305	CUS06658	39.0	39.0	39	1.0	1	True	['CUS06658.1']	['Pezizomycetes']	1
306	CUS07582	95.0	95.0	95	1.0	1	True	['CUS07582.1']	['Pezizomycetes']	1
307	CUS07583	46.0	46.0	46	1.0	1	True	['CUS07583.1']	['Pezizomycetes']	1
308	CUS07805	36.0	36.0	36	1.0	1	True	['CUS07805.1']	['Pezizomycetes']	1
309	CUS07866	57.0	57.0	57	1.0	1	True	['CUS07866.1']	['Pezizomycetes']	1
310	CUS08182	86.0	86.0	86	1.0	1	True	['CUS08182.1']	['Pezizomycetes']	1
311	CUS08951	25.0	25.0	25	1.0	1	True	['CUS08951.1']	['Pezizomycetes']	1
312	CUS09284	30.0	30.0	30	1.0	1	True	['CUS09284.1']	['Pezizomycetes']	1
313	CUS10549	24.0	24.0	24	1.0	1	True	['CUS10549.1']	['Pezizomycetes']	1
314	CUS12187	106.0	106.0	106	1.0	1	True	['CUS12187.1']	['Pezizomycetes']	1
315	CUS12822	165.0	165.0	165	1.0	1	True	['CUS12822.1']	['Pezizomycetes']	1
316	CUS12886	24.0	24.0	24	1.0	1	True	['CUS12886.1']	['Pezizomycetes']	1
317	CUS13686	59.0	59.0	59	1.0	1	True	['CUS13686.1']	['Pezizomycetes']	1
318	CUS15082	447.0	447.0	447	0.0	1	False	['CUS15082.1']	['Pezizomycetes']	1
319	CUS15089	94.0	92.0	567	5.0	6	True	['CUS15089.1', 'CUS08890.1', 'CUS13276.1', 'CUS13282.1', 'CUS13270.1', 'CUS15218.1']	['Pezizomycetes']	1
320	CUS15227	258.0	258.0	515	0.0	2	False	['CUS15227.1', 'CUS15232.1']	['Pezizomycetes']	1
321	CUS15405	99.0	99.0	99	1.0	1	True	['CUS15405.1']	['Pezizomycetes']	1
322	CUS15457	53.0	55.0	695	13.0	13	True	['CUS15457.1', 'CUS12357.1', 'CUS12762.1', 'CUS09290.1', 'CUS07624.1', 'CUS08944.1', 'CUS15404.1', 'CUS07663.1', 'CUS08026.1', 'CUS09502.1', 'CUS11368.1', 'CUS11371.1', 'CUS15458.1']	['Pezizomycetes']	1
323	CVK84550	503.0	503.0	503	0.0	1	False	['CVK84550.1']	['Sordariomycetes']	1
324	CVK89761	266.0	266.0	7443	28.0	28	True	['CVK89761.1', 'CVK93353.1', 'CZR39389.1', 'EWZ97664.1', 'EWZ97665.1', 'EXA50788.1', 'EXA50789.1', 'EXK99824.1', 'EXK99825.1', 'EXL62868.1', 'EXL62869.1', 'EXL79798.1', 'EXL79799.1', 'EXM07821.1', 'EXM07822.1', 'KLP04687.1', 'KLP08182.1', 'PCD37458.1', 'SCN94395.1', 'SCO34268.1', 'SCO48776.1', 'SCO83952.1', 'SCV26765.1', 'XP_018234256.1', 'XP_018234257.1', 'XP_018754057.1', 'XP_018754058.1', 'KIL91005.1']	['Sordariomycetes']	1
325	CVK90509	160.0	161.0	5271	33.0	33	True	['CVK90509.1', 'CVK99771.1', 'CZR42029.1', 'EGU76842.1', 'ENH65416.1', 'EWY88995.1', 'EWZ39483.1', 'EWZ88419.1', 'EXA40276.1', 'EXK98397.1', 'EXL51030.1', 'EXL94115.1', 'EXM35430.1', 'KLO84370.1', 'KLP00383.1', 'KLP17420.1', 'PCD33268.1', 'PNP75182.1', 'RBA19400.1', 'SCN83899.1', 'SCN85874.1', 'SCO34964.1', 'SCO49619.1', 'SCO87018.1', 'SCV34974.1', 'SCV36285.1', 'XP_018237640.1', 'XP_023432001.1', 'KIL92073.1', 'RFN51196.1', 'RBR26614.1', 'XP_025584237.1', 'KPA46174.1']	['Sordariomycetes']	1
326	CVK90632	36.0	36.0	827	23.0	23	True	['CVK90632.1', 'CVK92128.1', 'CZR43568.1', 'EGU76596.1', 'EMT63117.1', 'ENH67486.1', 'EWZ36689.1', 'EXA44268.1', 'EXL56150.1', 'EXL73516.1', 'EXM19725.1', 'KLO88890.1', 'KLO94669.1', 'PCD34864.1', 'PNP80499.1', 'RBA21306.1', 'RBQ66104.1', 'SCN63944.1', 'SCO78152.1', 'SCV28723.1', 'XP_018239834.1', 'XP_018747190.1', 'XP_023430282.1']	['Sordariomycetes']	1
327	CVK90639	110.0	110.0	220	2.0	2	True	['CVK90639.1', 'EXL98629.1']	['Sordariomycetes']	1
328	CVK97834	149.0	151.0	3273	1.0	22	True	['CVK97834.1', 'CVL05449.1', 'CZR41588.1', 'EGU83004.1', 'EWY86057.1', 'EWZ31680.1', 'EWZ94264.1', 'EXA39602.1', 'EXK38297.1', 'EXK93331.1', 'EXL42956.1', 'EXM00607.1', 'KLO93175.1', 'KLP00638.1', 'PCD31295.1', 'SCO12049.1', 'SCO20404.1', 'SCV56993.1', 'SCV57098.1', 'XP_018251429.1', 'XP_018759359.1', 'XP_023433990.1']	['Sordariomycetes']	1
329	CVK98219	113.0	114.0	2949	26.0	26	True	['CVK98219.1', 'CEG04258.1', 'CVL05772.1', 'CZR41389.1', 'EGU83510.1', 'EMT73169.1', 'ENH72872.1', 'EWY86404.1', 'EWZ32034.1', 'EXM26539.1', 'KIL89834.1', 'KLO93360.1', 'KPA44765.1', 'OBS22303.1', 'PNP81539.1', 'PTD08749.1', 'RBQ78924.1', 'RBR03182.1', 'RBR05026.1', 'RFN45287.1', 'XP_009260223.1', 'XP_011325619.1', 'XP_018251096.1', 'XP_018759036.1', 'XP_023433580.1', 'XP_025593782.1']	['Sordariomycetes']	1
330	CVL00298	1077.0	1103.0	3230	0.0	3	False	['CVL00298.1', 'RBA09666.1', 'XP_009261908.1']	['Sordariomycetes']	1
331	CVL03747	91.0	91.0	91	1.0	1	True	['CVL03747.1']	['Sordariomycetes']	1
332	CVL04914	42.0	42.0	336	0.0	8	False	['CVL04914.1', 'CVL10466.1', 'CZR47844.1', 'SCO01982.1', 'SCO46921.1', 'SCO55700.1', 'SCV44929.1', 'XP_023435927.1']	['Sordariomycetes']	1
333	CVL06475	40.0	40.0	40	1.0	1	True	['CVL06475.1']	['Sordariomycetes']	1
334	CVL11985	47.0	47.0	376	0.0	8	False	['CVL11985.1', 'KLO85741.1', 'KLP04874.1', 'SCO06901.1', 'SCO36494.1', 'SCV37302.1', 'SCV45611.1', 'XP_023426892.1']	['Sordariomycetes']	1
335	CVL12509	76.0	75.0	459	6.0	6	True	['CVL12509.1', 'RBA15897.1', 'SCO25786.1', 'SCO53799.1', 'SCO58624.1', 'RBA13303.1']	['Sordariomycetes']	1
336	CVL12831	87.0	87.0	87	1.0	1	True	['CVL12831.1']	['Sordariomycetes']	1
337	CZR43545	616.0	619.0	1847	0.0	3	False	['CZR43545.1', 'CVK90574.1', 'RBA21324.1']	['Sordariomycetes']	1
338	CZR43680	60.0	60.0	119	2.0	2	True	['CZR43680.1', 'PGH18846.1']	['Sordariomycetes', 'Eurotiomycetes']	2
339	CZR46665	134.0	129.0	1869	14.0	14	True	['CZR46665.1', 'CVK97623.1', 'EGU74411.1', 'EWY82514.1', 'EWZ30853.1', 'EXK36217.1', 'PCD24983.1', 'PCD24984.1', 'RBR05989.1', 'SCO12884.1', 'SCO39916.1', 'XP_018252684.1', 'XP_018762380.1', 'XP_023434659.1']	['Sordariomycetes']	1
340	CZR48000	144.0	152.0	431	1.0	3	True	['CZR48000.1', 'CVL13847.1', 'RBA19671.1']	['Sordariomycetes']	1
341	CZR48093	218.0	218.0	218	1.0	1	True	['CZR48093.1']	['Sordariomycetes']	1
342	CZR48224	74.0	74.0	74	1.0	1	True	['CZR48224.1']	['Sordariomycetes']	1
343	CZR50431	110.0	110.0	110	0.0	1	False	['CZR50431.1']	['Leotiomycetes']	1
344	CZR51086	223.0	220.0	670	0.0	3	False	['CZR51086.1', 'CZR63297.1', 'OCK93960.1']	['Leotiomycetes', 'Dothideomycetes']	2
345	CZR51252	244.0	244.0	244	1.0	1	True	['CZR51252.1']	['Leotiomycetes']	1
346	CZR51288	101.0	101.0	101	1.0	1	True	['CZR51288.1']	['Leotiomycetes']	1
347	CZR51489	280.0	280.0	280	0.0	1	False	['CZR51489.1']	['Leotiomycetes']	1
348	CZR52799	33.0	33.0	33	1.0	1	True	['CZR52799.1']	['Leotiomycetes']	1
349	CZR52913	266.0	266.0	532	0.0	2	False	['CZR52913.1', 'EXM26161.1']	['Leotiomycetes', 'Sordariomycetes']	2
350	CZR52936	265.0	265.0	265	0.0	1	False	['CZR52936.1']	['Leotiomycetes']	1
351	CZR53175	365.0	365.0	365	0.0	1	False	['CZR53175.1']	['Leotiomycetes']	1
352	CZR53498	214.0	205.0	2138	0.0	10	False	['CZR53498.1', 'PNH48396.1', 'PNH74138.1', 'RBQ82088.1', 'PQE04262.1', 'GAA85821.1', 'XP_025392442.1', 'XP_025521507.1', 'XP_013320134.1', 'XP_024701335.1']	['Leotiomycetes', 'Eurotiomycetes', 'Sordariomycetes']	3
353	CZR53536	93.0	93.0	93	1.0	1	True	['CZR53536.1']	['Leotiomycetes']	1
354	CZR55427	106.0	106.0	106	1.0	1	True	['CZR55427.1']	['Leotiomycetes']	1
355	CZR55432	103.0	103.0	103	1.0	1	True	['CZR55432.1']	['Leotiomycetes']	1
356	CZR55791	490.0	490.0	490	0.0	1	False	['CZR55791.1']	['Leotiomycetes']	1
357	CZR55933	76.0	76.0	76	0.0	1	False	['CZR55933.1']	['Leotiomycetes']	1
358	CZR55936	35.0	35.0	35	1.0	1	True	['CZR55936.1']	['Leotiomycetes']	1
359	CZR56247	269.0	269.0	269	0.0	1	False	['CZR56247.1']	['Leotiomycetes']	1
360	CZR56310	98.0	98.0	98	0.0	1	False	['CZR56310.1']	['Leotiomycetes']	1
361	CZR56750	291.0	291.0	291	0.0	1	False	['CZR56750.1']	['Leotiomycetes']	1
362	CZR56918	262.0	262.0	262	1.0	1	True	['CZR56918.1']	['Leotiomycetes']	1
363	CZR57756	374.0	374.0	374	1.0	1	True	['CZR57756.1']	['Leotiomycetes']	1
364	CZR58010	179.0	179.0	179	1.0	1	True	['CZR58010.1']	['Leotiomycetes']	1
365	CZR58287	272.0	272.0	272	0.0	1	False	['CZR58287.1']	['Leotiomycetes']	1
366	CZR59486	371.0	371.0	371	0.0	1	False	['CZR59486.1']	['Leotiomycetes']	1
367	CZR59497	372.0	372.0	745	0.0	2	False	['CZR59497.1', 'KFY28458.1']	['Leotiomycetes']	1
368	CZR59898	335.0	335.0	670	0.0	2	False	['CZR59898.1', 'OCL11473.1']	['Leotiomycetes', 'Dothideomycetes']	2
369	CZR59934	111.0	111.0	111	1.0	1	True	['CZR59934.1']	['Leotiomycetes']	1
370	CZR60408	108.0	108.0	108	1.0	1	True	['CZR60408.1']	['Leotiomycetes']	1
371	CZR60588	518.0	518.0	518	0.0	1	False	['CZR60588.1']	['Leotiomycetes']	1
372	CZR61910	56.0	56.0	56	0.0	1	False	['CZR61910.1']	['Leotiomycetes']	1
373	CZR62256	53.0	53.0	53	1.0	1	True	['CZR62256.1']	['Leotiomycetes']	1
374	CZR62467	181.0	181.0	181	1.0	1	True	['CZR62467.1']	['Leotiomycetes']	1
375	CZR63155	215.0	215.0	644	0.0	3	False	['CZR63155.1', 'KFZ24519.1', 'OBT68576.1']	['Leotiomycetes']	1
376	CZR63606	224.0	224.0	224	1.0	1	True	['CZR63606.1']	['Leotiomycetes']	1
377	CZR64683	395.0	410.0	1184	0.0	3	False	['CZR64683.1', 'KND94251.1', 'PNY28364.1']	['Leotiomycetes', 'Sordariomycetes']	2
378	CZR65040	290.0	290.0	290	0.0	1	False	['CZR65040.1']	['Leotiomycetes']	1
379	CZR65198	887.0	887.0	887	0.0	1	False	['CZR65198.1']	['Leotiomycetes']	1
380	CZR65247	119.0	119.0	238	2.0	2	True	['CZR65247.1', 'CZR65266.1']	['Leotiomycetes']	1
381	CZR65405	134.0	134.0	267	2.0	2	True	['CZR65405.1', 'KKY24614.1']	['Leotiomycetes', 'Dothideomycetes']	2
382	CZR65421	73.0	76.0	438	1.0	6	True	['CZR65421.1', 'RDL38843.1', 'OCL06656.1', 'OCK99711.1', 'OCK99713.1', 'XP_018068072.1']	['Leotiomycetes', 'Dothideomycetes']	2
383	CZR65429	317.0	317.0	634	0.0	2	False	['CZR65429.1', 'CZR57987.1']	['Leotiomycetes']	1
384	CZR65946	353.0	372.0	1058	3.0	3	True	['CZR65946.1', 'CZR68408.1', 'XP_018071776.1']	['Leotiomycetes']	1
385	CZR65951	133.0	133.0	133	0.0	1	False	['CZR65951.1']	['Leotiomycetes']	1
386	CZR66010	524.0	524.0	524	0.0	1	False	['CZR66010.1']	['Leotiomycetes']	1
387	CZR66589	36.0	36.0	36	0.0	1	False	['CZR66589.1']	['Leotiomycetes']	1
388	CZR66740	150.0	150.0	150	1.0	1	True	['CZR66740.1']	['Leotiomycetes']	1
389	CZR66796	82.0	82.0	82	1.0	1	True	['CZR66796.1']	['Leotiomycetes']	1
390	CZR67108	201.0	201.0	201	1.0	1	True	['CZR67108.1']	['Leotiomycetes']	1
391	CZR67560	157.0	157.0	157	0.0	1	False	['CZR67560.1']	['Leotiomycetes']	1
392	CZR68032	81.0	81.0	81	1.0	1	True	['CZR68032.1']	['Leotiomycetes']	1
393	CZR68133	283.0	283.0	283	0.0	1	False	['CZR68133.1']	['Leotiomycetes']	1
394	CZR68455	148.0	150.0	594	0.0	4	False	['CZR68455.1', 'KFZ14599.1', 'PGH08326.1', 'XP_025383263.1']	['Leotiomycetes', 'Eurotiomycetes']	2
395	CZR68638	364.0	364.0	364	1.0	1	True	['CZR68638.1']	['Leotiomycetes']	1
396	CZR69078	267.0	267.0	267	0.0	1	False	['CZR69078.1']	['Leotiomycetes']	1
397	CZR69583	96.0	96.0	2599	27.0	27	True	['CZR69583.1', 'KIM95293.1', 'KJK81012.1', 'OPB43637.1', 'PKS05670.1', 'XP_013950666.1', 'OCL05319.1', 'OBT65133.1', 'XP_007718911.1', 'XP_020122648.1', 'XP_007316703.1', 'EGO00913.1', 'XP_007313636.1', 'XP_007314828.1', 'EGO02941.1', 'XP_007314862.1', 'EGO02980.1', 'EGN91711.1', 'EGN98877.1', 'EGN99239.1', 'EGO00481.1', 'EGO03310.1', 'XP_007323422.1', 'XP_007323746.1', 'EGN94188.1', 'XP_007319136.1', 'EGN97887.1']	['Leotiomycetes', 'Agaricomycetes', 'Sordariomycetes', 'Dothideomycetes', 'Eurotiomycetes']	5
398	CZR69629	272.0	274.0	2179	5.0	8	True	['CZR69629.1', 'KEY73072.1', 'KFA56486.1', 'KFA70871.1', 'KFA66844.1', 'KJK95504.1', 'KJK78000.1', 'PQK14534.1']	['Leotiomycetes', 'Sordariomycetes']	2
399	CZR69790	145.0	145.0	145	1.0	1	True	['CZR69790.1']	['Leotiomycetes']	1
400	CZR69820	223.0	223.0	446	0.0	2	False	['CZR69820.1', 'PSN72739.1']	['Leotiomycetes', 'Dothideomycetes']	2
401	CZR70053	114.0	114.0	114	0.0	1	False	['CZR70053.1']	['Leotiomycetes']	1
402	CZR70083	40.0	40.0	40	1.0	1	True	['CZR70083.1']	['Leotiomycetes']	1
403	CZR70135	304.0	304.0	304	1.0	1	True	['CZR70135.1']	['Leotiomycetes']	1
404	CZR70259	336.0	336.0	336	1.0	1	True	['CZR70259.1']	['Leotiomycetes']	1
405	CZS92404	115.0	115.0	115	1.0	1	True	['CZS92404.1']	['Leotiomycetes']	1
406	CZS96800	141.0	141.0	282	2.0	2	True	['CZS96800.1', 'CZS94845.1']	['Leotiomycetes']	1
407	CZT01127	67.0	67.0	67	1.0	1	True	['CZT01127.1']	['Leotiomycetes']	1
408	CZT01142	95.0	95.0	95	1.0	1	True	['CZT01142.1']	['Leotiomycetes']	1
409	CZT08265	251.0	251.0	502	1.0	2	True	['CZT08265.1', 'RFU25359.1']	['Leotiomycetes']	1
410	CZT09258	125.0	125.0	125	1.0	1	True	['CZT09258.1']	['Leotiomycetes']	1
411	CZT09327	80.0	80.0	80	1.0	1	True	['CZT09327.1']	['Leotiomycetes']	1
412	CZT09846	70.0	70.0	70	0.0	1	False	['CZT09846.1']	['Leotiomycetes']	1
413	CZT09975	177.0	177.0	177	0.0	1	False	['CZT09975.1']	['Leotiomycetes']	1
414	CZT09990	64.0	64.0	64	1.0	1	True	['CZT09990.1']	['Leotiomycetes']	1
415	CZT10981	132.0	132.0	132	1.0	1	True	['CZT10981.1']	['Leotiomycetes']	1
416	CZT11155	28.0	28.0	28	1.0	1	True	['CZT11155.1']	['Leotiomycetes']	1
417	CZT12383	83.0	83.0	83	1.0	1	True	['CZT12383.1']	['Leotiomycetes']	1
418	CZT13585	78.0	78.0	78	1.0	1	True	['CZT13585.1']	['Leotiomycetes']	1
419	CZT41634	85.0	85.0	85	1.0	1	True	['CZT41634.1']	['Leotiomycetes']	1
420	CZT42829	120.0	120.0	120	1.0	1	True	['CZT42829.1']	['Leotiomycetes']	1
421	CZT44953	257.0	257.0	514	2.0	2	True	['CZT44953.1', 'CZS90244.1']	['Leotiomycetes']	1
422	CZT46628	64.0	64.0	192	3.0	3	True	['CZT46628.1', 'CZS96766.1', 'CZT04697.1']	['Leotiomycetes']	1
423	CZT51142	21.0	21.0	21	1.0	1	True	['CZT51142.1']	['Leotiomycetes']	1
424	CZT52979	490.0	490.0	490	0.0	1	False	['CZT52979.1']	['Leotiomycetes']	1
425	CZT53005	236.0	236.0	471	0.0	2	False	['CZT53005.1', 'CZT08046.1']	['Leotiomycetes']	1
426	CZT53153	75.0	75.0	75	1.0	1	True	['CZT53153.1']	['Leotiomycetes']	1
427	DAA75472	169.0	169.0	169	1.0	1	True	['DAA75472.1']	['Eurotiomycetes']	1
428	DAA75545	47.0	47.0	47	1.0	1	True	['DAA75545.1']	['Eurotiomycetes']	1
429	EAQ71423	244.0	244.0	732	3.0	3	True	['EAQ71423.1', 'ELQ41489.1', 'XP_003720645.1']	['Sordariomycetes']	1
