Cluster no	Representative no	Nterm
CCA77866.1	XP_003347565.1	PATATIN
CCA77866.1	XP_009857335.1	PATATIN
CCA77866.1	CCA68402.1	unk
CCA77866.1	CCA77884.1	unk
CCA77866.1	CCA72968.1	unk
CCA77866.1	CCA73429.1	unk
CCA77866.1	CCA73816.1	unk
CCA77866.1	CCA74052.1	unk
CCA77866.1	CCA76006.1	unk
CCA77866.1	CZR52450.1	PATATIN
CCA77866.1	KIM19704.1	PATATIN
CCA77866.1	KIM30136.1	PATATIN
CCA77866.1	KIM20144.1	PATATIN
CCA77866.1	KIM21557.1	PATATIN
CCA77866.1	KIM21165.1	unk
CCA77866.1	KIM21166.1	PATATIN
CCA77866.1	KIM24750.1	PATATIN
CCA77866.1	KIM19657.1	PATATIN
CCA77866.1	KIM20375.1	PATATIN
CCA77866.1	KIM19665.1	PATATIN
CCA77866.1	KIM19886.1	unk
CCA77866.1	KIM21682.1	PATATIN
CCA77866.1	KIM24831.1	unk
CCA77866.1	KIM29184.1	unk
CCA77866.1	KIM30004.1	PATATIN
CCA77866.1	KIM20971.1	PATATIN
CCA77866.1	KIM23596.1	PATATIN
CCA77866.1	KIM21462.1	PATATIN
CCA77866.1	KIM19967.1	PATATIN
CCA77866.1	KIM21455.1	PATATIN
CCA77866.1	KIM24261.1	PATATIN
CCA77866.1	KIM24761.1	PATATIN
CCA77866.1	KIM27398.1	unk
CCA77866.1	KIM20042.1	unk
CCA77866.1	KIM27453.1	PATATIN
CCA77866.1	KIM27688.1	unk
CCA77866.1	KIM32684.1	unk
CCA77866.1	KIM27264.1	unk
CCA77866.1	KIM24234.1	PATATIN
CCA77866.1	PVF91352.1	PATATIN
CCA77866.1	PVF91977.1	PATATIN
CCA77866.1	PVF91981.1	PATATIN
CCA77866.1	PVF92936.1	PATATIN
CCA77866.1	PVF92937.1	PATATIN
CCA77866.1	PVF93157.1	PATATIN
CCA77866.1	PVF92763.1	PATATIN
CCA77866.1	PVF93217.1	PATATIN
CCA77866.1	PVF92777.1	unk
CCA77866.1	PVF95715.1	unk
CCA77866.1	PVG01072.1	unk
CCA77866.1	KIM24848.1	PATATIN
CCA77866.1	KIM28212.1	unk
CCA77866.1	PGH23009.1	PATATIN
CCA77866.1	PVF90983.1	unk
CCA77866.1	PVF92033.1	unk
CCA77866.1	PVF92223.1	PATATIN
CCA77866.1	PVF92232.1	PATATIN
CCA77866.1	PVF99221.1	unk
CCA77866.1	PVG02886.1	unk
CCA77866.1	XP_014557063.1	PATATIN
CCA77866.1	XP_007707896.1	PATATIN
EWY82917.1	EWY82917.1	HELO-LIKE
EWY82917.1	KPM41841.1	HELO-LIKE
EWY82917.1	RBR10305.1	unk
EWY82917.1	EGU84489.1	HELO-LIKE
EWY82917.1	EGU85092.1	HELO-LIKE
EWY82917.1	CVK94916.1	HELO-LIKE
EWY82917.1	CVL08453.1	HELO-LIKE
EWY82917.1	CZR44038.1	HELO-LIKE
EWY82917.1	EMT74139.1	HELO-LIKE
EWY82917.1	ENH73409.1	HELO-LIKE
EWY82917.1	EWY84166.1	HELO-LIKE
EWY82917.1	EWZ29776.1	HELO-LIKE
EWY82917.1	EWZ78730.1	HELO-LIKE
EWY82917.1	EXA34072.1	HELO-LIKE
EWY82917.1	EXK80962.1	HELO-LIKE
EWY82917.1	EXL41847.1	HELO-LIKE
EWY82917.1	EXL92110.1	HELO-LIKE
EWY82917.1	EXM14372.1	HELO-LIKE
EWY82917.1	KLO90546.1	HELO-LIKE
EWY82917.1	PCD26267.1	HELO-LIKE
EWY82917.1	PNP76046.1	HELO-LIKE
EWY82917.1	RBA22459.1	HELO-LIKE
EWY82917.1	RBQ86033.1	HELO-LIKE
EWY82917.1	RBR19720.1	HELO-LIKE
EWY82917.1	SCN82816.1	HELO-LIKE
EWY82917.1	SCO58416.1	HELO-LIKE
EWY82917.1	SCO90252.1	HELO-LIKE
EWY82917.1	SCV47033.1	HELO-LIKE
EWY82917.1	SCV60784.1	HELO-LIKE
EWY82917.1	XP_018257095.1	HELO-LIKE
EWY82917.1	XP_018761964.1	HELO-LIKE
EWY82917.1	XP_023436367.1	HELO-LIKE
EWY82917.1	XP_018242493.1	HELO-LIKE
EWY82917.1	XP_018244636.1	HELO-LIKE
EWY82917.1	XP_018256432.1	HELO-LIKE
EWY82917.1	XP_018256434.1	HELO-LIKE
EWY82917.1	XP_018256435.1	unk
EWY82917.1	XP_018256438.1	unk
EWY82917.1	KIL87553.1	unk
EWY82917.1	XP_018146848.1	HELO-LIKE
EWY82917.1	XP_023436598.1	HELO-LIKE
EWY82917.1	CVK95326.1	HELO-LIKE
EWY82917.1	KLO83087.1	HELO-LIKE
EWY82917.1	KLO94922.1	HELO-LIKE
EWY82917.1	SCN99587.1	HELO-LIKE
EWY82917.1	SCO08664.1	HELO-LIKE
EWY82917.1	SCO43920.1	unk
EWY82917.1	SCO58159.1	unk
EWY82917.1	SCV47444.1	unk
XP_013330503.1	XP_013330503.1	GOODBYE-LIKE
XP_013330503.1	XP_003041049.1	GOODBYE-LIKE
XP_013330503.1	CVK86949.1	GOODBYE-LIKE
XP_013330503.1	ENH88802.1	GOODBYE-LIKE
XP_013330503.1	KFA64984.1	GOODBYE-LIKE
XP_013330503.1	KEY65532.1	GOODBYE-LIKE
XP_013330503.1	KFA49244.1	GOODBYE-LIKE
XP_013330503.1	KFA80872.1	GOODBYE-LIKE
XP_013330503.1	KFA78914.1	GOODBYE-LIKE
XP_013330503.1	KFA62497.1	GOODBYE-LIKE
XP_013330503.1	KLP16821.1	GOODBYE-LIKE
XP_013330503.1	KLO86473.1	GOODBYE-LIKE
XP_013330503.1	PNP58215.1	GOODBYE-LIKE
XP_013330503.1	RBA11174.1	GOODBYE-LIKE
XP_013330503.1	SCO27239.1	GOODBYE-LIKE
XP_013330503.1	SCO47487.1	GOODBYE-LIKE
XP_013330503.1	XP_023423623.1	GOODBYE-LIKE
XP_013330503.1	KUI64416.1	GOODBYE-LIKE
XP_013330503.1	KUI55603.1	GOODBYE-LIKE
XP_013330503.1	KZM28457.1	GOODBYE-LIKE
XP_013330503.1	OPB37611.1	GOODBYE-LIKE
XP_013330503.1	OTA05214.1	GOODBYE-LIKE
XP_013330503.1	PNP57021.1	GOODBYE-LIKE
XP_013330503.1	XP_006964585.1	GOODBYE-LIKE
XP_013330503.1	XP_013954303.1	GOODBYE-LIKE
XP_013330503.1	XP_024777957.1	GOODBYE-LIKE
XP_013330503.1	ETS02787.1	GOODBYE-LIKE
XP_013330503.1	KKO99634.1	GOODBYE-LIKE
XP_013330503.1	OQV08649.1	GOODBYE-LIKE
XP_013330503.1	XP_007694768.1	GOODBYE-LIKE
XP_013330503.1	PVI04585.1	GOODBYE-LIKE
XP_013330503.1	XP_007829304.1	GOODBYE-LIKE
XP_013330503.1	ORY62060.1	GOODBYE-LIKE
XP_013330503.1	OTB15343.1	GOODBYE-LIKE
XP_013330503.1	PFH59163.1	GOODBYE-LIKE
XP_013330503.1	RDA82877.1	GOODBYE-LIKE
XP_013330503.1	PMD44618.1	GOODBYE-LIKE
XP_013330503.1	PSN62688.1	GOODBYE-LIKE
XP_013330503.1	PYI19008.1	GOODBYE-LIKE
XP_013330503.1	PYI32150.1	GOODBYE-LIKE
XP_013330503.1	XP_025532638.1	GOODBYE-LIKE
XP_013330503.1	RDA94030.1	GOODBYE-LIKE
XP_013330503.1	RCI10014.1	GOODBYE-LIKE
XP_013330503.1	XP_001226470.1	GOODBYE-LIKE
XP_013330503.1	XP_001803778.1	GOODBYE-LIKE
XP_013330503.1	XP_007829536.1	GOODBYE-LIKE
XP_013330503.1	XP_009253734.1	GOODBYE-LIKE
XP_013330503.1	XP_018163030.1	GOODBYE-LIKE
XP_013330503.1	XP_020125472.1	GOODBYE-LIKE
XP_013330503.1	XP_024676306.1	GOODBYE-LIKE
XP_013330503.1	XP_024692423.1	GOODBYE-LIKE
XP_013330503.1	XP_025548519.1	GOODBYE-LIKE
XP_013330503.1	XP_013948569.1	GOODBYE-LIKE
XP_013330503.1	OTA08542.1	GOODBYE-LIKE
XP_013330503.1	PMD40967.1	GOODBYE-LIKE
XP_013330503.1	PTB81186.1	GOODBYE-LIKE
XP_013330503.1	XP_024779162.1	GOODBYE-LIKE
XP_013330503.1	OPB39339.1	GOODBYE-LIKE
XP_013330503.1	XP_013950898.1	GOODBYE-LIKE
XP_013330503.1	XP_025504402.1	GOODBYE-LIKE
XP_013330503.1	PGH23027.1	GOODBYE-LIKE
XP_013330503.1	OCK89204.1	GOODBYE-LIKE
XP_013330503.1	XP_007834335.1	GOODBYE-LIKE
XP_018696811.1	XP_018696811.1	GOODBYE-LIKE
XP_018696811.1	EPS41471.1	GOODBYE-LIKE
XP_018696811.1	KXX76224.1	GOODBYE-LIKE
XP_018696811.1	XP_006695062.1	GOODBYE-LIKE
XP_018696811.1	OCK76384.1	GOODBYE-LIKE
XP_018696811.1	OCK92482.1	GOODBYE-LIKE
XP_018696811.1	XP_016244496.1	GOODBYE-LIKE
XP_018696811.1	OAL21542.1	GOODBYE-LIKE
XP_018696811.1	XP_007751550.1	GOODBYE-LIKE
XP_018696811.1	XP_013282420.1	GOODBYE-LIKE
XP_018696811.1	XP_016613281.1	GOODBYE-LIKE
XP_018696811.1	XP_016629929.1	GOODBYE-LIKE
XP_018696811.1	XP_018692462.1	GOODBYE-LIKE
XP_018696811.1	XP_022498677.1	GOODBYE-LIKE
XP_018696811.1	XP_022509756.1	GOODBYE-LIKE
XP_018696811.1	OCL10787.1	GOODBYE-LIKE
XP_018696811.1	PCG90327.1	GOODBYE-LIKE
XP_018696811.1	GAM36964.1	GOODBYE-LIKE
XP_018696811.1	XP_001805470.1	GOODBYE-LIKE
XP_018696811.1	XP_007799815.1	GOODBYE-LIKE
XP_018696811.1	XP_016210129.1	GOODBYE-LIKE
XP_018696811.1	CUS15646.1	GOODBYE-LIKE
XP_018696811.1	XP_011123526.1	GOODBYE-LIKE
XP_018696811.1	XP_024553012.1	GOODBYE-LIKE
XP_018696811.1	EMR89136.1	GOODBYE-LIKE
XP_020128582.1	XP_020128582.1	unk
XP_020128582.1	CRG88372.1	GOODBYE-LIKE
XP_020128582.1	CEJ58172.1	unk
XP_020128582.1	OKP13383.1	unk
XP_020128582.1	OOQ88438.1	unk
XP_020128582.1	ELA32873.1	unk
XP_020128582.1	OQV03005.1	unk
XP_020128582.1	XP_001907965.1	unk
XP_020128582.1	XP_013282347.1	unk
XP_020128582.1	XP_020125294.1	unk
XP_020128582.1	XP_020135133.1	unk
XP_020128582.1	XP_022584549.1	unk
XP_020128582.1	EYE91549.1	unk
XP_020128582.1	GAA81932.1	unk
XP_020128582.1	GAQ34147.1	unk
XP_020128582.1	GAT27009.1	unk
XP_020128582.1	OJI86693.1	unk
XP_020128582.1	OJZ92259.1	GOODBYE-LIKE
XP_020128582.1	OQE06891.1	GOODBYE-LIKE
XP_020128582.1	XP_025389790.1	unk
XP_020128582.1	XP_025519886.1	unk
XP_020128582.1	XP_025542256.1	unk
XP_020128582.1	XP_025568029.1	GOODBYE-LIKE
XP_020128582.1	XP_024667568.1	unk
XP_020128582.1	XP_025473482.1	GOODBYE-LIKE
XP_020128582.1	EXF73820.1	unk
XP_020128582.1	KXH49167.1	unk
XP_020128582.1	KXH50948.1	unk
XP_020128582.1	XP_022476173.1	unk
XP_020128582.1	ENH83859.1	unk
XP_020128582.1	EWC47917.1	unk
XP_020128582.1	GAW18341.1	unk
XP_020128582.1	OBS20439.1	unk
XP_020128582.1	XP_009255407.1	GOODBYE-LIKE
XP_020128582.1	XP_013961153.1	unk
XP_020128582.1	KFY79183.1	unk
XP_020128582.1	ELA31295.1	GOODBYE-LIKE GOODBYE-LIKE
XP_020128582.1	EMR69905.1	unk
XP_020128582.1	EQB52262.1	unk
XP_020128582.1	ETR98095.1	unk
XP_020128582.1	KFY11729.1	unk
XP_020128582.1	KFY18429.1	GOODBYE-LIKE
XP_020128582.1	KFY34139.1	unk
XP_020128582.1	KFY68311.1	unk
XP_020128582.1	KFZ10270.1	unk
XP_020128582.1	KKP07502.1	unk
XP_020128582.1	OBT48579.1	unk
XP_020128582.1	OBT54124.1	unk
XP_020128582.1	OBT82064.1	GOODBYE-LIKE
XP_020128582.1	OPB40455.1	unk
XP_020128582.1	OTA04241.1	unk
XP_020128582.1	OTA67103.1	unk
XP_020128582.1	OTA84169.1	unk
XP_020128582.1	PKK51856.1	unk
XP_020128582.1	PNP46606.1	unk
XP_020128582.1	PSK48671.1	unk
XP_020128582.1	PTB73692.1	unk
XP_020128582.1	RFU74301.1	unk
XP_020128582.1	XP_006968774.1	unk
XP_020128582.1	XP_018131007.1	unk
XP_020128582.1	XP_024770462.1	unk
XP_020128582.1	PNS19328.1	unk
XP_020128582.1	XP_024748946.1	unk
XP_020128582.1	RDI86300.1	unk
XP_020128582.1	XP_007831718.1	unk
XP_020128582.1	XP_020127062.1	GOODBYE-LIKE
XP_020128582.1	OSS54189.1	unk
XP_020128582.1	XP_020131262.1	unk
XP_020128582.1	XP_020133911.1	GOODBYE-LIKE
XP_020128582.1	EKG19420.1	GOODBYE-LIKE
XP_020128582.1	KKY27422.1	GOODBYE-LIKE
XP_020128582.1	XP_020054477.1	GOODBYE-LIKE
XP_020128582.1	PLN79858.1	GOODBYE-LIKE
PWW73239.1	PWW73239.1	unk
PWW73239.1	PWW73581.1	unk
PWW73239.1	PWW73228.1	unk
PWW73239.1	PWW76753.1	unk
PWW73239.1	PWW74874.1	unk
PWW73239.1	PWW74371.1	unk
PWW73239.1	PWW75383.1	unk
PWW73239.1	PWW75948.1	unk
PWW73239.1	PWW77153.1	unk
PWW73239.1	PWW77350.1	unk
PWW73239.1	PWW80015.1	unk
PWW73239.1	AFB35584.1	unk
PWW73239.1	AFB35585.1	unk
PWW73239.1	AFB35586.1	unk
PWW73239.1	AFB35587.1	unk
PWW73239.1	AFB35588.1	unk
PWW73239.1	PUU83435.1	unk
PWW73239.1	PWW71642.1	unk
PWW73239.1	PWW72234.1	unk
PWW73239.1	PWW73083.1	unk
PWW73239.1	PWW73858.1	unk
PWW73239.1	PWW75032.1	unk
PWW73239.1	PWW78753.1	unk
PWW73239.1	PWW75216.1	unk
PWW73239.1	AFB35594.1	unk
PWW73239.1	AFB35595.1	unk
PWW73239.1	AFB35596.1	unk
PWW73239.1	AFB35597.1	unk
PWW73239.1	AFB35598.1	unk
PWW73239.1	PWW71784.1	unk
PWW73239.1	PWW73086.1	unk
PWW73239.1	PWW74072.1	unk
PWW73239.1	PWW74076.1	unk
PWW73239.1	PWW74982.1	unk
PWW73239.1	PWW76064.1	unk
PWW73239.1	PWW77828.1	unk
PWW73239.1	PWW79136.1	unk
PWW73239.1	PWW75226.1	unk
PWW73239.1	PWW77194.1	unk
PWW73239.1	PWW75243.1	unk
PWW73239.1	PWW75946.1	unk
PWW73239.1	PWW75945.1	unk
PWW73239.1	PWW75969.1	unk
PWW73239.1	PWW79138.1	unk
PWW76801.1	PWW76801.1	unk
PWW76801.1	CUS08954.1	unk
PWW76801.1	CUS06642.1	unk
PWW76801.1	CUS06665.1	unk
PWW76801.1	CUS06869.1	unk
PWW76801.1	CUS07862.1	unk
PWW76801.1	CUS07867.1	unk
PWW76801.1	CUS07966.1	unk
PWW76801.1	CUS08028.1	unk
PWW76801.1	CUS08033.1	unk
PWW76801.1	CUS09278.1	unk
PWW76801.1	CUS09279.1	unk
PWW76801.1	CUS09503.1	unk
PWW76801.1	CUS10230.1	unk
PWW76801.1	CUS10722.1	unk
PWW76801.1	CUS12348.1	unk
PWW76801.1	CUS13682.1	unk
PWW76801.1	CUS15044.1	unk
PWW76801.1	CEL06459.1	unk
PWW76801.1	XP_002836924.1	unk
PWW76801.1	PWW73612.1	unk
PWW76801.1	PWW77386.1	unk
PWW76801.1	PWW80876.1	unk
PWW76801.1	CUS08782.1	unk
PWW76801.1	CUS13410.1	unk
PWW76801.1	CUS06690.1	unk
PWW76801.1	CUS06688.1	unk
PWW76801.1	CUS06771.1	unk
PWW76801.1	CUS07629.1	unk
PWW76801.1	CUS07625.1	unk
PWW76801.1	CUS07660.1	unk
PWW76801.1	CUS08031.1	unk
PWW76801.1	CUS09275.1	unk
PWW76801.1	CUS09289.1	unk
PWW76801.1	CUS09501.1	unk
PWW76801.1	CUS13409.1	unk
PWW76801.1	CUS13670.1	unk
PWW76801.1	CUS13671.1	unk
PWW76801.1	CUS13676.1	unk
PWW76801.1	PWW75743.1	unk
PWW76801.1	CUS15406.1	unk
PWW76801.1	XP_002841893.1	unk
PWW76801.1	PUU82072.1	unk
PYI07524.1	PYI07524.1	GOODBYE-LIKE
PYI07524.1	ATY62351.1	unk
PYI07524.1	XP_006666034.1	unk
PYI07524.1	CZS94644.1	GOODBYE-LIKE
PYI07524.1	CZS91130.1	GOODBYE-LIKE
PYI07524.1	ERS96506.1	GOODBYE-LIKE
PYI07524.1	XP_016589925.1	GOODBYE-LIKE
PYI07524.1	KFA51369.1	GOODBYE-LIKE
PYI07524.1	KEY68192.1	GOODBYE-LIKE
PYI07524.1	KFA60285.1	GOODBYE-LIKE
PYI07524.1	KFA71991.1	GOODBYE-LIKE
PYI07524.1	KFY59291.1	GOODBYE-LIKE
PYI07524.1	KFZ04192.1	GOODBYE-LIKE
PYI07524.1	KID95700.1	GOODBYE-LIKE
PYI07524.1	KXJ86797.1	unk
PYI07524.1	OAQ96024.1	GOODBYE-LIKE
PYI07524.1	OIW29244.1	GOODBYE-LIKE
PYI07524.1	OOQ91417.1	unk
PYI07524.1	OQE07575.1	GOODBYE-LIKE
PYI07524.1	ORX98186.1	GOODBYE-LIKE
PYI07524.1	CRG85930.1	GOODBYE-LIKE
PYI07524.1	KFH40613.1	GOODBYE-LIKE
PYI07524.1	KFY32033.1	GOODBYE-LIKE
PYI07524.1	KFY66541.1	GOODBYE-LIKE
PYI07524.1	KFY93587.1	GOODBYE-LIKE
PYI07524.1	KND92704.1	GOODBYE-LIKE
PYI07524.1	OQE68807.1	GOODBYE-LIKE
PYI07524.1	RDH35865.1	GOODBYE-LIKE
PYI07524.1	XP_007697538.1	GOODBYE-LIKE
PYI07524.1	XP_007731338.1	GOODBYE-LIKE
PYI07524.1	XP_013270811.1	GOODBYE-LIKE
PYI07524.1	XP_025568982.1	GOODBYE-LIKE
PYI07524.1	PTB75150.1	GOODBYE-LIKE
PYI07524.1	XP_006967106.1	GOODBYE-LIKE
PYI07524.1	XP_024746405.1	GOODBYE-LIKE
PYI07524.1	RAO65428.1	GOODBYE-LIKE
PYI07524.1	RBQ74971.1	GOODBYE-LIKE
PYI07524.1	CVK99283.1	GOODBYE-LIKE
PYI07524.1	KPA38773.1	GOODBYE-LIKE
PYI07524.1	RBR22171.1	GOODBYE-LIKE
PYI07524.1	XP_018753389.1	GOODBYE-LIKE
PYI07524.1	SMR64095.1	GOODBYE-LIKE
PYI07524.1	KJX94830.1	GOODBYE-LIKE
PYI07524.1	XP_002149067.1	GOODBYE-LIKE
PYI07524.1	KFX42045.1	GOODBYE-LIKE
PYI07524.1	XP_007821455.2	GOODBYE-LIKE
PYI07524.1	EXV04769.1	unk
PYI07524.1	KID83248.1	GOODBYE-LIKE
PYI07524.1	KID94934.1	GOODBYE-LIKE
PYI07524.1	XP_014547923.1	GOODBYE-LIKE
PYI07524.1	XP_013312946.1	GOODBYE-LIKE
PYI07524.1	XP_016626445.1	GOODBYE-LIKE
PYI07524.1	XP_007746904.1	GOODBYE-LIKE
PYI07524.1	XP_018692686.1	GOODBYE-LIKE
PYI07524.1	XP_018704521.1	GOODBYE-LIKE
PYI07524.1	XP_020117623.1	unk
PYI07524.1	XP_023627763.1	GOODBYE-LIKE
RAK81296.1	RAK81296.1	unk
RAK81296.1	GAW23106.1	unk
RAK81296.1	ORY54739.1	unk
RAK81296.1	XP_016636824.1	unk
RAK81296.1	KIW69460.1	unk
RAK81296.1	OCT47614.1	unk
RAK81296.1	OQU95004.1	unk
RAK81296.1	XP_007741740.1	unk
RAK81296.1	XP_008723392.1	unk
RAK81296.1	XP_013278684.1	unk
RAK81296.1	XP_016248644.1	unk
RAK81296.1	XP_016248645.1	unk
RAK81296.1	XP_016614124.1	unk
RAK81296.1	XP_018692097.1	unk
RAK81296.1	XP_022494742.1	unk
RAK81296.1	XP_022511580.1	unk
RAK81296.1	OCL11089.1	unk
RAK81296.1	CZT48858.1	unk
RAK81296.1	CZT08832.1	unk
RAK81296.1	CZT09386.1	unk
RAK81296.1	EME41438.1	unk
RAK81296.1	XP_023631734.1	unk
RAK81296.1	EMR62023.1	unk
RAK81296.1	ERT03366.1	unk
RAK81296.1	EYE99060.1	unk
RAK81296.1	XP_022404308.1	unk
RAK81296.1	KEQ60040.1	unk
RAK81296.1	KEQ79277.1	unk
RAK81296.1	KFX47965.1	unk
RAK81296.1	KFY57537.1	unk
RAK81296.1	APA15223.1	unk
RAK81296.1	CCD47980.1	unk
RAK81296.1	CZR69374.1	unk
RAK81296.1	EMR90116.1	unk
RAK81296.1	KFX85826.1	unk
RAK81296.1	KFX95907.1	unk
RAK81296.1	KFY06701.1	unk
RAK81296.1	KFY22128.1	unk
RAK81296.1	KFY26902.1	unk
RAK81296.1	KFY35273.1	unk
RAK81296.1	KFY36580.1	unk
RAK81296.1	KFY99362.1	unk
RAK81296.1	RDL37292.1	unk
RAK81296.1	XP_018073015.1	unk
RAK81296.1	XP_024553854.1	unk
RAK81296.1	KKY13177.1	unk
RAK81296.1	EKG20876.1	unk
RAK81296.1	EOD44768.1	unk
RAK81296.1	OMP86141.1	unk
RAK81296.1	XP_020135135.1	unk
RAK81296.1	KUI61922.1	unk
RAK81296.1	KUI73490.1	unk
RAK81296.1	PSR87263.1	unk
RAK81296.1	KKY13506.1	unk
RAK81296.1	OMP84413.1	unk
RAK81296.1	XP_020135512.1	unk
RAK81296.1	KKY22656.1	unk
RAK81296.1	KXL48856.1	unk
RAK81296.1	OAA58461.1	unk
RAK81296.1	EPE09363.1	unk
RAK81296.1	XP_014171182.1	unk
RAK81296.1	OCL05054.1	unk
RAK81296.1	OCK90806.1	unk
RAK81296.1	OCL05532.1	unk
RAK81296.1	OIW26628.1	unk
RAK81296.1	OJJ39929.1	unk
RAK81296.1	KMK57569.1	GOODBYE-LIKE
RAK81296.1	EDP49897.1	GOODBYE-LIKE
RAK81296.1	GAQ11642.1	GOODBYE-LIKE
RAK81296.1	KEY76249.1	GOODBYE-LIKE
RAK81296.1	OXN04028.1	GOODBYE-LIKE
RAK81296.1	OXN19016.1	GOODBYE-LIKE
RAK81296.1	OXN24043.1	GOODBYE-LIKE
RAK81296.1	XP_001265502.1	GOODBYE-LIKE
RAK81296.1	XP_001269989.1	unk
RAK81296.1	XP_024678432.1	GOODBYE-LIKE
RAK81296.1	XP_749899.1	GOODBYE-LIKE
RAK81296.1	XP_001214103.1	unk
RAK81296.1	XP_022403552.1	unk
RAK81296.1	EYE93758.1	unk
RAK81296.1	ODM15395.1	unk
RAK81296.1	XP_025394896.1	GOODBYE-LIKE
RAK81296.1	CEL06063.1	unk
RAK81296.1	EHA24923.1	unk
RAK81296.1	EIT77123.1	unk
RAK81296.1	GAA92189.1	GOODBYE-LIKE
RAK81296.1	KKK17253.1	unk
RAK81296.1	KKK22576.1	unk
RAK81296.1	KOC13976.1	GOODBYE-LIKE
RAK81296.1	OJI79396.1	GOODBYE-LIKE
RAK81296.1	OJI96439.1	unk
RAK81296.1	OJJ62333.1	GOODBYE-LIKE
RAK81296.1	OJJ66976.1	GOODBYE-LIKE
RAK81296.1	OJZ85601.1	GOODBYE-LIKE
RAK81296.1	OOO11968.1	GOODBYE-LIKE
RAK81296.1	OWW37334.1	unk
RAK81296.1	PIG81462.1	GOODBYE-LIKE
RAK81296.1	PLN83280.1	GOODBYE-LIKE
RAK81296.1	PYH98450.1	GOODBYE-LIKE
RAK81296.1	PYI02811.1	GOODBYE-LIKE
RAK81296.1	PYI20835.1	GOODBYE-LIKE
RAK81296.1	PYI36044.1	GOODBYE-LIKE
RAK81296.1	RAK76502.1	GOODBYE-LIKE
RAK81296.1	RAQ52806.1	unk
RAK81296.1	RDH31195.1	unk
RAK81296.1	RDK37143.1	unk
RAK81296.1	RDW70685.1	GOODBYE-LIKE
RAK81296.1	XP_001397257.2	GOODBYE-LIKE
RAK81296.1	XP_002382577.1	GOODBYE-LIKE
RAK81296.1	XP_015404686.1	unk
RAK81296.1	XP_022389573.1	GOODBYE-LIKE
RAK81296.1	XP_023091738.1	GOODBYE-LIKE
RAK81296.1	XP_024669685.1	GOODBYE-LIKE
RAK81296.1	XP_024694569.1	GOODBYE-LIKE
RAK81296.1	XP_024700622.1	GOODBYE-LIKE
RAK81296.1	XP_025383310.1	GOODBYE-LIKE
RAK81296.1	XP_025447478.1	GOODBYE-LIKE
RAK81296.1	XP_025468695.1	GOODBYE-LIKE
RAK81296.1	XP_025476913.1	GOODBYE-LIKE
RAK81296.1	XP_025495713.1	GOODBYE-LIKE
RAK81296.1	XP_025498818.1	GOODBYE-LIKE
RAK81296.1	XP_025511290.1	GOODBYE-LIKE
RAK81296.1	XP_025524834.1	GOODBYE-LIKE
RAK81296.1	XP_025536344.1	GOODBYE-LIKE
RAK81296.1	XP_025551144.1	GOODBYE-LIKE
RAK81296.1	XP_025560521.1	GOODBYE-LIKE
RAK81296.1	XP_025579152.1	unk
RAK81296.1	XP_657995.1	GOODBYE-LIKE
RAK81296.1	OJJ54925.1	unk
RAK81296.1	OJJ07270.1	unk
RAK81296.1	OOF93637.1	GOODBYE-LIKE
RAK81296.1	OOO10900.1	unk
RAK81296.1	KJK65745.1	unk
RAK81296.1	KOC18038.1	unk
RAK81296.1	PIG88422.1	unk
RAK81296.1	RAQ51670.1	unk
RAK81296.1	RAQ64557.1	unk
RAK81296.1	XP_002375393.1	unk
RAK81296.1	XP_015410040.1	unk
RAK81296.1	XP_022392458.1	unk
RAK81296.1	OQD81141.1	unk
RAK81296.1	XP_022486939.1	unk
RAK81296.1	OQE66616.1	unk
RAK81296.1	ORX97905.1	unk
RAK81296.1	OTA19424.1	unk
RAK81296.1	OTA36891.1	unk
RAK81296.1	OTA54828.1	unk
RAK81296.1	OTA87923.1	unk
RAK81296.1	OTB09736.1	unk
RAK81296.1	XP_022477618.1	unk
RAK81296.1	CCF32482.1	unk
RAK81296.1	ELA37673.1	unk
RAK81296.1	ENH88811.1	unk
RAK81296.1	EQB56588.1	unk
RAK81296.1	EXF81592.1	unk
RAK81296.1	KDN64152.1	unk
RAK81296.1	KXH26438.1	unk
RAK81296.1	KXH50257.1	unk
RAK81296.1	KXH65831.1	unk
RAK81296.1	KZL70784.1	unk
RAK81296.1	KZL85937.1	unk
RAK81296.1	OLN98018.1	unk
RAK81296.1	XP_008098777.1	unk
RAK81296.1	XP_018150842.1	unk
RAK81296.1	OXV05584.1	unk
RAK81296.1	PMD12911.1	unk
RAK81296.1	PMD31014.1	unk
RAK81296.1	PNP40733.1	unk
RAK81296.1	PNP59163.1	unk
RAK81296.1	KKP06432.1	unk
RAK81296.1	OPB45582.1	unk
RAK81296.1	XP_024771770.1	unk
RAK81296.1	POS81229.1	unk
RAK81296.1	KKY39263.1	unk
RAK81296.1	PQE21552.1	GOODBYE-LIKE
RAK81296.1	PQE09455.1	GOODBYE-LIKE
RAK81296.1	PSN73544.1	unk
RAK81296.1	OAL53790.1	unk
RAK81296.1	PTU17202.1	unk
RAK81296.1	PZD02895.1	unk
RAK81296.1	EMD93335.1	unk
RAK81296.1	KZM24319.1	unk
RAK81296.1	OAK96279.1	unk
RAK81296.1	OAL52361.1	unk
RAK81296.1	OCL00532.1	unk
RAK81296.1	OWY43027.1	unk
RAK81296.1	XP_001796509.1	unk
RAK81296.1	XP_001932759.1	unk
